"label_1","label_2","passage_1","passage_2","score_1","score_2"
0.0,1.0,"I have ordered from Rosati's MANY times in Wisconsin, and having just moved to the area, was SUPER excited to see that there was one near me! I read the previous reviews, even the negative ones, and thought ""surely those negative comments cannot be true!"" [[Sadly]]....I was wrong. Here is why: Order: Super stuffed pizza with extra cheese, garlic, green peppers, onions; chicken salad (I know....but it was for my girlfriend!!); Breaded mushrooms. Deliver time was over an hour and 20 mins....but if you KNOW Rosati's, you know you pay a little more, wait a little longer....but the food is SO worth it!!! FOOD: Under cooked. I have ordered the super stuffed pizza many times....with more toppings...and it has usually been delivered hot, crusty, gooey....PERFECT. But there is a difference between a crunchy crust with a chewy center and simply being undercooked. THIS was undercooked....the crust was still dough and the center was cool, with the cheese not completely melted. The breaded mushrooms were the same....the breading was very thick and not completely cooked (the batter was still batter inside and the mushrooms were cool). I did not finish either the mushrooms OR the pizza...and trust me, I ALWAYS finish my food! I ate two pieces and my girlfriend had to try to heat it in the oven........kinda defeats the purpose. The chicken salad....? Seriously...who cares. Unless you have a fitness buff girlfriend, you won't order a chicken salad from ROSATI'S....and if she is a fitness buff she obviously won't care what it tastes like. What got my goat the most was when I called back. The lady on duty told me that sometimes in the delivery process, things can get soggy. Then she offered me a ""partial credit"". Serious ROFL's on that.... Ma'am, I am a serious food orderer. I have ordered all kinds of foods from all kinds of places....I KNOW when it is soggy and when it is undercooked. BOTTOM LINE: I had come to trust Rostati's (as a franchise) and am perfectly aware that sometimes, things can happen (even though it has never happened at any of the Rosati's I ordered from in WI or the one up in Peoria....I cannot speak for other Rosati's over here). I will, of course, use my partial credit and try them again, and naturally, will update this post (for good or bad) when I do! I just hope none of the cooks reads this first and does something naughty to my food!!! Just sayin.","I have ordered from Rosati's MANY times in Wisconsin, and having just moved to the area, was SUPER excited to see that there was one near me! I read the previous reviews, even the negative ones, and thought ""surely those negative comments cannot be true!"" [[Alas]]....I was wrong. Here is why: Order: Super stuffed pizza with extra cheese, garlic, green peppers, onions; chicken salad (I know....but it was for my girlfriend!!); Breaded mushrooms. Deliver time was over an hour and 20 mins....but if you KNOW Rosati's, you know you pay a little more, wait a little longer....but the food is SO worth it!!! FOOD: Under cooked. I have ordered the super stuffed pizza many times....with more toppings...and it has usually been delivered hot, crusty, gooey....PERFECT. But there is a difference between a crunchy crust with a chewy center and simply being undercooked. THIS was undercooked....the crust was still dough and the center was cool, with the cheese not completely melted. The breaded mushrooms were the same....the breading was very thick and not completely cooked (the batter was still batter inside and the mushrooms were cool). I did not finish either the mushrooms OR the pizza...and trust me, I ALWAYS finish my food! I ate two pieces and my girlfriend had to try to heat it in the oven........kinda defeats the purpose. The chicken salad....? Seriously...who cares. Unless you have a fitness buff girlfriend, you won't order a chicken salad from ROSATI'S....and if she is a fitness buff she obviously won't care what it tastes like. What got my goat the most was when I called back. The lady on duty told me that sometimes in the delivery process, things can get soggy. Then she offered me a ""partial credit"". Serious ROFL's on that.... Ma'am, I am a serious food orderer. I have ordered all kinds of foods from all kinds of places....I KNOW when it is soggy and when it is undercooked. BOTTOM LINE: I had come to trust Rostati's (as a franchise) and am perfectly aware that sometimes, things can happen (even though it has never happened at any of the Rosati's I ordered from in WI or the one up in Peoria....I cannot speak for other Rosati's over here). I will, of course, use my partial credit and try them again, and naturally, will update this post (for good or bad) when I do! I just hope none of the cooks reads this first and does something naughty to my food!!! Just sayin.",0.7075393795967102,0.5121967196464539
1.0,1.0,"Just finished a move with these guys in town. It was ok. The price per hour is higher than I would expect but at least they are insured and take care of stuff. I had some wood pieces that were damaged, they took them and repaired them no questions asked. However, I have a beef with the teardown/assembly portion of the move. They took my king bed apart which was fine, but the re-assemble was basically all wrong. They forgot a piece, stripped some screws, and what they did put together was not properly aligned. When I pointed this out, they said their handyman would call me. It's been two weeks and counting, no call... (*note - did eventually call). I had to take the whole thing apart, fix it, put it back together which was a 90 minute job. So I was not happy about that. So overall pretty good but since they cost top dollar I expected top service and it fell a little short. To be sure I probably would use them again though.","Just finished a move with these guys in town. It was ok. The price per hour is higher than I would expect but at least they are insured and take care of stuff. I had some wood pieces that were damaged, they took them and repaired them no questions asked. However, I have a beef with the teardown/assembly portion of the move. They took my king bed apart which was fine, but the re-assemble was basically all wrong. They forgot a piece, stripped some screws, and what they did put together was not properly aligned. When I pointed this out, they said their handyman would call me. It's been two weeks and counting, no call... (*note - did eventually call). I had to take the whole thing apart, fix it, put it back together which was a 90 minute job. So I was not happy about that. So overall pretty good but since they cost top dollar I expected top service and it fell a little short. To be sure I probably would use them again though.","",""
1.0,0.0,"I come in here literally every week & I [[love]] it. It's my go to sushi place nearby. Except the last 2 months so [[recently]] the [[prices]] went up & the rolls got somewhat smaller so that's [[quite]] disappointing.","I come in here literally every week & I [[adore]] it. It's my go to sushi place nearby. Except the last 2 months so [[lately]] the [[price]] went up & the rolls got somewhat smaller so that's [[abundantly]] disappointing.",0.819132387638092,0.5282148122787476
1.0,1.0,"This place has suddenly closed - our loss","This place has suddenly closed - our loss","",""
1.0,0.0,"Most [[sports]] bars [[offer]] chicken wings and sliders, bar top gaming, and the ubiquitous Golden Tee machine. But how many of them [[offer]] braised pork belly served on top of [[house]] made polenta, or a braised beef short rib Philly sandwich? [[Sporting]] Life Bar has taken a sort of casual gastropub [[approach]], where both the [[food]] and beer [[selection]] is of much higher quality than your typical neighborhood bar, but the pricing sits far below your typical menu at self proclaimed gastropubs. I was [[admittedly]] hesitant to eat here based on some [[previous]] reviews, but either I [[have]] wildly different [[taste]] in food, or [[maybe]] the kitchen has gone through some recent [[changes]] for the better. Deviled [[Eggs]] were basic, but at only $0.50 per [[egg]], it makes for a cheap snack that [[comes]] out [[fast]]. The Braised Pork Belly with Polenta was a winner, nice and [[tender]] with a sweet glaze that had me wondering if I should [[get]] another order. I also tried a daily [[special]], Korean [[style]] short ribs served with [[house]] made kimchi. The ribs had a good kalbi flavor, and they were [[quite]] [[tender]]. Trying to take one bite meant having all of the meat fall of the bone effortlessly. Beer [[selection]] here is good, with Brooklyn Lager, Ballast Point, Ommegang and Green flash being offered on draft. Drafts I've had ranged from $4-$6; not too bad. Bottle selection is decent too, including Deschutes, Kona, Dogfish Head, Duvel and Stone. You can also get a flight of three beers for $10. How many sports bars do that? Outside of food and drink, they also have a Tuesday night pub quiz that starts at 7:00pm. On Wednesday nights they have two rounds of darts tournaments, at 7:30pm and 12:30am. I haven't been to either event, but the main reason I first came here was to play darts, and they are serious about it. An entire wall lined with cork holds four steel tip dart boards, and the throwing line is built into the floor; it's not just a strip of tape on the ground. House darts are of better quality than at other bars, but it seems that most people who come here to play bring their own dart sets; again, people are serious about it here, and it's a cool spot that caters to it. While not located in my neighborhood, the combination of good food, good beer, and good darts has easily made this a locals bar that is worth driving to. Not only is this a sports bar that the southwest deserves, it's one that it needs. Proof that a bar does not need to be a generic, cookie cutter chain that [[starts]] with a P and end with a T.","Most [[athletic]] bars [[offering]] chicken wings and sliders, bar top gaming, and the ubiquitous Golden Tee machine. But how many of them [[offered]] braised pork belly served on top of [[dwelling]] made polenta, or a braised beef short rib Philly sandwich? [[Sports]] Life Bar has taken a sort of casual gastropub [[approaches]], where both the [[eating]] and beer [[choosing]] is of much higher quality than your typical neighborhood bar, but the pricing sits far below your typical menu at self proclaimed gastropubs. I was [[doubtless]] hesitant to eat here based on some [[previously]] reviews, but either I [[ha]] wildly different [[tasting]] in food, or [[possibly]] the kitchen has gone through some recent [[changed]] for the better. Deviled [[Egg]] were basic, but at only $0.50 per [[eggs]], it makes for a cheap snack that [[happens]] out [[rapidly]]. The Braised Pork Belly with Polenta was a winner, nice and [[tenders]] with a sweet glaze that had me wondering if I should [[got]] another order. I also tried a daily [[especial]], Korean [[styling]] short ribs served with [[houses]] made kimchi. The ribs had a good kalbi flavor, and they were [[pretty]] [[tenders]]. Trying to take one bite meant having all of the meat fall of the bone effortlessly. Beer [[choosing]] here is good, with Brooklyn Lager, Ballast Point, Ommegang and Green flash being offered on draft. Drafts I've had ranged from $4-$6; not too bad. Bottle selection is decent too, including Deschutes, Kona, Dogfish Head, Duvel and Stone. You can also get a flight of three beers for $10. How many sports bars do that? Outside of food and drink, they also have a Tuesday night pub quiz that starts at 7:00pm. On Wednesday nights they have two rounds of darts tournaments, at 7:30pm and 12:30am. I haven't been to either event, but the main reason I first came here was to play darts, and they are serious about it. An entire wall lined with cork holds four steel tip dart boards, and the throwing line is built into the floor; it's not just a strip of tape on the ground. House darts are of better quality than at other bars, but it seems that most people who come here to play bring their own dart sets; again, people are serious about it here, and it's a cool spot that caters to it. While not located in my neighborhood, the combination of good food, good beer, and good darts has easily made this a locals bar that is worth driving to. Not only is this a sports bar that the southwest deserves, it's one that it needs. Proof that a bar does not need to be a generic, cookie cutter chain that [[begin]] with a P and end with a T.",0.962515652179718,0.5073409676551819
1.0,0.0,"The yogurts were good and I was [[pleased]] with the service. The place is not brand new but looks like it was very nice at one point. The floors were a bit [[dirty]] but they were white so it must be difficult to [[keep]] them clean. I like how [[big]] the [[place]] and roomy it is with tables outside too.","The yogurts were good and I was [[glad]] with the service. The place is not brand new but looks like it was very nice at one point. The floors were a bit [[filthy]] but they were white so it must be difficult to [[maintain]] them clean. I like how [[large]] the [[placing]] and roomy it is with tables outside too.",0.7693809866905212,0.6630133390426636
1.0,0.0,"I finally figured out how to shop here!! And here's how you can too.... The world market is imposing in several ways. First, its [[massive]]. Second, it seems almost impossible to shop here if you don't have a designer in tow. No wonder the stores are almost always empty. Here's how you [[shop]] without a designer on retainer: 1. Browse all the stores [[open]] to the public. Make a note of what you're seriously interested in. I'd [[recommend]] [[checking]] out Four Hands. The stuff in there is really cool -- it's the kind of stuff you'd [[see]] in Restoration Hardware, Pottery Barn, etc, with an industrial edge. 2. Tell the store employee what you're interested but [[emphasize]] that you don't have a designer. Ask them if [[someone]] at Las Vegas Design Center can [[help]] you (that's the interior designers on staff). You can always avoid this step and just go directly to LVDC. 3. Tell one of the LVDC designers that you're interested in purchasing certain items. The designer can decipher the price tags for you. Usually, the designer can buy the items for half of the retail price. She'll then charge you 20% of her cost for the item. You'll then pay for shipping --this is not a cash and carry place. Also, note, if you pay with a credit card, you'll be charged a fee. Even after all these charges, I got the same type of coffee table sold at Restoration Hardware for half the price (Four Hands). I also bought a crapload of really cool artwork, stuff you will not find ANYWHERE else in Las Vegas (Leftbank). Once I had the designer helping me, purchasing everything was a snap. **Please note that the designers at LVDC offer one hour of shopping assistance for free. After that, you're paying for their time. However, as I knew exactly what I wanted before I talked to the designer, it wasn't an issue for me. I ended up getting some really cool artwork and furniture for a pretty low price. They made money and I saved money, so, it's a win win. I will definitely go back for some more shopping considering the quality and selection. Don't be afraid to shop here, it's not so difficult after all!","I finally figured out how to shop here!! And here's how you can too.... The world market is imposing in several ways. First, its [[colossal]]. Second, it seems almost impossible to shop here if you don't have a designer in tow. No wonder the stores are almost always empty. Here's how you [[store]] without a designer on retainer: 1. Browse all the stores [[opens]] to the public. Make a note of what you're seriously interested in. I'd [[recommended]] [[checks]] out Four Hands. The stuff in there is really cool -- it's the kind of stuff you'd [[behold]] in Restoration Hardware, Pottery Barn, etc, with an industrial edge. 2. Tell the store employee what you're interested but [[underlined]] that you don't have a designer. Ask them if [[anyone]] at Las Vegas Design Center can [[assistance]] you (that's the interior designers on staff). You can always avoid this step and just go directly to LVDC. 3. Tell one of the LVDC designers that you're interested in purchasing certain items. The designer can decipher the price tags for you. Usually, the designer can buy the items for half of the retail price. She'll then charge you 20% of her cost for the item. You'll then pay for shipping --this is not a cash and carry place. Also, note, if you pay with a credit card, you'll be charged a fee. Even after all these charges, I got the same type of coffee table sold at Restoration Hardware for half the price (Four Hands). I also bought a crapload of really cool artwork, stuff you will not find ANYWHERE else in Las Vegas (Leftbank). Once I had the designer helping me, purchasing everything was a snap. **Please note that the designers at LVDC offer one hour of shopping assistance for free. After that, you're paying for their time. However, as I knew exactly what I wanted before I talked to the designer, it wasn't an issue for me. I ended up getting some really cool artwork and furniture for a pretty low price. They made money and I saved money, so, it's a win win. I will definitely go back for some more shopping considering the quality and selection. Don't be afraid to shop here, it's not so difficult after all!",0.7761432528495789,0.53046715259552
1.0,1.0,"I was so excited to stay at the Bellagio but it just wasn't what I was expecting. The rooms were just basic no pizzazz! And for the price I would expect a little more. However the service we received was wonderful. The pool was nice but there was no music and very quiet and an older crowd. So if you're looking for a party pool or one with a little more atmosphere this wouldn't be the place for you. However if you are looking for a quiet pool this is your place. All the food and beverages are overpriced, basic coffee was almost $4 and domestic beer (yuck) was $8 where are the micro-brews? On Saturday night when we arrived back in our room we were surprised with a box of truffles and a handwritten note from the manager wishing us a Happy Anniversary! It was such a sweet and unexpected touch. The Hyde nightclub has a great view of the fountain and if you can get on the guest list you don't have to wait in line or pay and we also got free drinks. However it is too small for how many people they let in and I witnessed a bouncer just push a girl out of his way, he almost knocked her over! My only problem with our stay is the food and beverage credit. We had a $100 f&b credit and I wasn't sure if we had used it all up so I called the front desk about an hour before check out and she said we still had $23 this seemed about right. So after spending the $23 I expect a $0 bill. I was surprised when they charged my card $27 after saying I still had a f&b credit. The accounting on my bill doesn't show everything so I am unsure as to why I was charged. So if you have a f&b credit beware it seems as though they don't have a complete update at check out. Overall even with the crazy weather...figures they would have some major storm when we go, we had a great time and ready for our next visit. Since we go to Vegas every year we like to stay a different hotel so next year Aria or Caesars is calling my name...","I was so excited to stay at the Bellagio but it just wasn't what I was expecting. The rooms were just basic no pizzazz! And for the price I would expect a little more. However the service we received was wonderful. The pool was nice but there was no music and very quiet and an older crowd. So if you're looking for a party pool or one with a little more atmosphere this wouldn't be the place for you. However if you are looking for a quiet pool this is your place. All the food and beverages are overpriced, basic coffee was almost $4 and domestic beer (yuck) was $8 where are the micro-brews? On Saturday night when we arrived back in our room we were surprised with a box of truffles and a handwritten note from the manager wishing us a Happy Anniversary! It was such a sweet and unexpected touch. The Hyde nightclub has a great view of the fountain and if you can get on the guest list you don't have to wait in line or pay and we also got free drinks. However it is too small for how many people they let in and I witnessed a bouncer just push a girl out of his way, he almost knocked her over! My only problem with our stay is the food and beverage credit. We had a $100 f&b credit and I wasn't sure if we had used it all up so I called the front desk about an hour before check out and she said we still had $23 this seemed about right. So after spending the $23 I expect a $0 bill. I was surprised when they charged my card $27 after saying I still had a f&b credit. The accounting on my bill doesn't show everything so I am unsure as to why I was charged. So if you have a f&b credit beware it seems as though they don't have a complete update at check out. Overall even with the crazy weather...figures they would have some major storm when we go, we had a great time and ready for our next visit. Since we go to Vegas every year we like to stay a different hotel so next year Aria or Caesars is calling my name...","",""
1.0,0.0,"Usually I go to Walmart for shampoo, soap, moisturizer, etc because it's cheap. The last few times though I've been so frustrated because their beauty section is [[always]] messy and never has anything in stock! In revolt I [[declared]] I shall go to Walgreens! I realized how nicely displayed their beauty section is and they are starting to carry a few new product lines. I was able to find my hair, skin, and nail products all in stock and all at decent [[prices]]. The store associates here were so [[friendly]] too, I was greeted three times which [[kind]] of catches you off guard because it's unexpected. They have a new rewards card that they've implemented. Although I think those are a necessary pain, at least this one [[allows]] you to keep track through your phone number which you input into the credit card machine. You don't have to carry yet another card! At the end of my transaction I [[got]] a coupon for $2 off one of the products I purchased to be used next time. Hey, at least it's a coupon for something I'll actually use!","Usually I go to Walmart for shampoo, soap, moisturizer, etc because it's cheap. The last few times though I've been so frustrated because their beauty section is [[permanently]] messy and never has anything in stock! In revolt I [[stated]] I shall go to Walgreens! I realized how nicely displayed their beauty section is and they are starting to carry a few new product lines. I was able to find my hair, skin, and nail products all in stock and all at decent [[costing]]. The store associates here were so [[amiable]] too, I was greeted three times which [[sorts]] of catches you off guard because it's unexpected. They have a new rewards card that they've implemented. Although I think those are a necessary pain, at least this one [[allow]] you to keep track through your phone number which you input into the credit card machine. You don't have to carry yet another card! At the end of my transaction I [[get]] a coupon for $2 off one of the products I purchased to be used next time. Hey, at least it's a coupon for something I'll actually use!",0.8734337687492371,0.5968835949897766
0.0,1.0,"I took my cat to this hospital because he developed sudden symptoms that [[required]] that I see a Vet ASAP! The Vet determined that he was constipated after a pricey X-ray and told me to give him Miralax. The next day [[found]] my cat not [[eating]] and still not [[using]] the litter box. I went to the same Vet and she gave my cat an enema and [[sent]] me home with two pages of reading on Megacolon. By this time I [[had]] spent around five hundred [[dollars]]. This Vet was going to Canada for the holidays and told me if I had any more [[problems]] with my cat that one of the other Vet's would see him. She also [[wanted]] me to make a future appointment to [[discuss]] keeping my cat on laxatives for the rest of his life. My cat was getting [[progressively]] sicker so I called on the Friday after Thanksgiving to [[try]] and see another Vet and was told that there was nothing else they could do for my cat and to take him to an emergency pet hospital. [[Really]], I had spent a lot of money for nothing. I found a Cat clinic in Scottsdale that saw my cat that day. The Vet could tell on [[examination]] that my cat [[had]] an anal sac infection without the X-rays because Banfield would not [[send]] them to her. My Vet took care of the problem and sent me [[home]] with some medication and two weeks later you would not know that my cat had been sick! I will never go to a Banfield Pet Hospital again! The Vet never even called to see how my cat was doing! A very expensive lesson to learn!","I took my cat to this hospital because he developed sudden symptoms that [[needed]] that I see a Vet ASAP! The Vet determined that he was constipated after a pricey X-ray and told me to give him Miralax. The next day [[discovered]] my cat not [[food]] and still not [[used]] the litter box. I went to the same Vet and she gave my cat an enema and [[dispatched]] me home with two pages of reading on Megacolon. By this time I [[ha]] spent around five hundred [[bucks]]. This Vet was going to Canada for the holidays and told me if I had any more [[trouble]] with my cat that one of the other Vet's would see him. She also [[wished]] me to make a future appointment to [[discusses]] keeping my cat on laxatives for the rest of his life. My cat was getting [[gradually]] sicker so I called on the Friday after Thanksgiving to [[attempting]] and see another Vet and was told that there was nothing else they could do for my cat and to take him to an emergency pet hospital. [[Genuinely]], I had spent a lot of money for nothing. I found a Cat clinic in Scottsdale that saw my cat that day. The Vet could tell on [[reviewed]] that my cat [[ha]] an anal sac infection without the X-rays because Banfield would not [[sent]] them to her. My Vet took care of the problem and sent me [[homes]] with some medication and two weeks later you would not know that my cat had been sick! I will never go to a Banfield Pet Hospital again! The Vet never even called to see how my cat was doing! A very expensive lesson to learn!",0.9858805537223816,0.5511831641197205
1.0,1.0,"I was on town for a convention with a friend and this restaurant was the closest to our hotel. We both ordered the special of fish and chips with a side of clam chowder. It took forever for our food to come out. I didn't like the chowder, fish was ok and my fries were soggy with oil. The waiter we had was fantastic. He had us laughing anytime he came around. Gave the 3 star rating an extra star just because of that. I would come back for the friendly staff but just stick to drinks.","I was on town for a convention with a friend and this restaurant was the closest to our hotel. We both ordered the special of fish and chips with a side of clam chowder. It took forever for our food to come out. I didn't like the chowder, fish was ok and my fries were soggy with oil. The waiter we had was fantastic. He had us laughing anytime he came around. Gave the 3 star rating an extra star just because of that. I would come back for the friendly staff but just stick to drinks.","",""
1.0,0.0,"I had [[previously]] read some mixed reviews of this [[place]] and [[want]] to give my two cents... Pros: clean, cute casitas with fireplaces (paid a little more for one with a great jacuzzi tub), [[amazing]] [[deal]] for a weekend getaway, beautiful [[location]] in the foothills of the superstition mtns, great golf course Cons: it's a bit dated-looking, the whole lobby/bar/restaurant [[area]] could [[use]] a makeover, the food is not much [[better]] than cafeteria food, service is spotty Since I was going for the location and secluded casita, it was just what the [[doctor]] ordered! Next time I will just skip the restaurant; I'll probably avoid that building altogether and enjoy the room and its views.","I had [[formerly]] read some mixed reviews of this [[placing]] and [[wanting]] to give my two cents... Pros: clean, cute casitas with fireplaces (paid a little more for one with a great jacuzzi tub), [[striking]] [[dealing]] for a weekend getaway, beautiful [[placements]] in the foothills of the superstition mtns, great golf course Cons: it's a bit dated-looking, the whole lobby/bar/restaurant [[sphere]] could [[utilize]] a makeover, the food is not much [[improved]] than cafeteria food, service is spotty Since I was going for the location and secluded casita, it was just what the [[physician]] ordered! Next time I will just skip the restaurant; I'll probably avoid that building altogether and enjoy the room and its views.",0.9120791554450989,0.5186949968338013
1.0,0.0,"Came by on a Saturday afternoon with Calvin Harris as the headlining DJ and Burns as the opening DJ. Coming from the MGM [[Grand]], there was a maze of outdoor walkways around the MGM pool to reach the Wet Republic entrance. There was a long line for guestlist and word on the street was that they were charging $175/guy. [[Fortunately]], we bought online pre-sales at $75/guy and queued up on a much shorter line for ID and ticket check. Next, it was the security check line that somewhat reminded me of a TSA checkpoint... Once [[inside]], there were plenty of people. The bouncers were surprisingly cool and [[friendly]]. They splashed water at the crowd near the front of the dance floor, to promote their theme of *WET* Republic? They also squirted water from bottled water into thirsty mouths... Their primary [[responsibility]] was to make sure things were kosher but they still partied with the guests. Calvin Harris put up a [[great]] performance during his first hour on stage, but it seemed like he got lazy during the second hour by [[playing]] the same/similar beat over and over again.","Came by on a Saturday afternoon with Calvin Harris as the headlining DJ and Burns as the opening DJ. Coming from the MGM [[Great]], there was a maze of outdoor walkways around the MGM pool to reach the Wet Republic entrance. There was a long line for guestlist and word on the street was that they were charging $175/guy. [[Thankfully]], we bought online pre-sales at $75/guy and queued up on a much shorter line for ID and ticket check. Next, it was the security check line that somewhat reminded me of a TSA checkpoint... Once [[interior]], there were plenty of people. The bouncers were surprisingly cool and [[amiable]]. They splashed water at the crowd near the front of the dance floor, to promote their theme of *WET* Republic? They also squirted water from bottled water into thirsty mouths... Their primary [[responsible]] was to make sure things were kosher but they still partied with the guests. Calvin Harris put up a [[grand]] performance during his first hour on stage, but it seemed like he got lazy during the second hour by [[play]] the same/similar beat over and over again.",0.8210512399673462,0.5196580290794373
1.0,0.0,"This place is insane. First off, the cover is a lot to get in there at $30 for girls and $50 for guys after waiting in line. Drinks are way over priced too, $8.75 for a beer, $15 for a cocktail. With that said, the vibe, music, and atmosphere here is a great time. Ran into some people that were in town for an Awards Show and had a blast. [[Overall]] this place is fun, but dont go there if you're looking for something cheap to do.","This place is insane. First off, the cover is a lot to get in there at $30 for girls and $50 for guys after waiting in line. Drinks are way over priced too, $8.75 for a beer, $15 for a cocktail. With that said, the vibe, music, and atmosphere here is a great time. Ran into some people that were in town for an Awards Show and had a blast. [[Total]] this place is fun, but dont go there if you're looking for something cheap to do.",0.5058479905128479,0.6262133121490479
0.0,0.0,"Plain and simple: I had a food and beverage credit to use at either the Venetian or the Palazzo. I'll admit this early on in my review, spending the credit on beverage/liquor would have been a better way to go. We've already eaten at a decent number of restaurants between the two hotels and Lavo was one we had yet to try. On Saturday, my friend and I looked at the menu and it seemed like something we were both interested in. Since we were staying at the Palazzo, Lavo was convenient as we didn't have far to walk or be in too much of a rush to get ready for our events that night. FOOD: *Garlic Bread - Complimentary and delicious! It was smothered with butter and tons of garlic and accompanied with a marinara sauce. I'll admit, I didn't use the marinara sauce but I thought it was perfect without it. *Kobe Rice Balls - YUM! This is the first time I've ever had meat filled rice balls and I loved it. Although the Kobe beef tasted more like ground beef, the mix of everything was delicious. The rice balls that contained the beef in the middle had the perfect exterior crisp and placed onto of marinara sauce that had a slight kick to it. *8 oz Center Cut Filet - No thank you - OVERCOOKED! I ordered the filet medium rare which should come out with a pink and tender center. Instead the filet came out medium and was dry throughout the piece of meat. Also on the plate were roasted garlic (delicious!), some greens, and half a lemon. SERVICE: Our waitress was great. She was friendly, energetic and came around several times to check on us. One complaint, the hostesses are quiet stuck up. As we walked through the wrong door, we were instructed to walk through to the other side. There were about 4 hostesses standing around, none who acknowledged us right away. One looked at us and looked away. It took about a minute of standing there for one to finally ask how many in our party. AMBIANCE: Lavo is dimly lit and beautiful with their dark brown wood finishing. On another note, there is an elevated booth on the bottom floor, if I was getting bottle service during their club hours, I would certainly want to request it!","Plain and simple: I had a food and beverage credit to use at either the Venetian or the Palazzo. I'll admit this early on in my review, spending the credit on beverage/liquor would have been a better way to go. We've already eaten at a decent number of restaurants between the two hotels and Lavo was one we had yet to try. On Saturday, my friend and I looked at the menu and it seemed like something we were both interested in. Since we were staying at the Palazzo, Lavo was convenient as we didn't have far to walk or be in too much of a rush to get ready for our events that night. FOOD: *Garlic Bread - Complimentary and delicious! It was smothered with butter and tons of garlic and accompanied with a marinara sauce. I'll admit, I didn't use the marinara sauce but I thought it was perfect without it. *Kobe Rice Balls - YUM! This is the first time I've ever had meat filled rice balls and I loved it. Although the Kobe beef tasted more like ground beef, the mix of everything was delicious. The rice balls that contained the beef in the middle had the perfect exterior crisp and placed onto of marinara sauce that had a slight kick to it. *8 oz Center Cut Filet - No thank you - OVERCOOKED! I ordered the filet medium rare which should come out with a pink and tender center. Instead the filet came out medium and was dry throughout the piece of meat. Also on the plate were roasted garlic (delicious!), some greens, and half a lemon. SERVICE: Our waitress was great. She was friendly, energetic and came around several times to check on us. One complaint, the hostesses are quiet stuck up. As we walked through the wrong door, we were instructed to walk through to the other side. There were about 4 hostesses standing around, none who acknowledged us right away. One looked at us and looked away. It took about a minute of standing there for one to finally ask how many in our party. AMBIANCE: Lavo is dimly lit and beautiful with their dark brown wood finishing. On another note, there is an elevated booth on the bottom floor, if I was getting bottle service during their club hours, I would certainly want to request it!","",""
1.0,0.0,"Surprisingly impeccable service at the airline [[check]]-in desk. I'm kicking myself for not [[remembering]] the rep's name who [[helped]] us. My fellow weary traveler and I were NYC homeward bound after two weeks in Asia and a short stint in Vegas for a [[friend]]'s wedding. With [[overly]] stuffed suitcases and [[heavy]], jetlagged hearts, we approached the [[check]]-in counter and were startled by one of the only friendly greetings we received in the land of Vegas. Instead of checking our three bags, the airline rep suggested that we repack our bags to [[avoid]] a $40 charge and take the 3rd bag as a [[carry]] on. After doing so and just [[checking]] two bags, he deliberately looked the other way while the luggage was significantly over the weight [[limit]]. That's just good customer service. Oh [[yeah]], and the flight itself was [[terrific]]. TV screens on [[every]] seat back, better snacks than any other airline, and friendly flight attendants. [[Love]] it.","Surprisingly impeccable service at the airline [[checked]]-in desk. I'm kicking myself for not [[remember]] the rep's name who [[help]] us. My fellow weary traveler and I were NYC homeward bound after two weeks in Asia and a short stint in Vegas for a [[friends]]'s wedding. With [[inordinately]] stuffed suitcases and [[weighty]], jetlagged hearts, we approached the [[checking]]-in counter and were startled by one of the only friendly greetings we received in the land of Vegas. Instead of checking our three bags, the airline rep suggested that we repack our bags to [[avert]] a $40 charge and take the 3rd bag as a [[carrying]] on. After doing so and just [[verifying]] two bags, he deliberately looked the other way while the luggage was significantly over the weight [[restricts]]. That's just good customer service. Oh [[yes]], and the flight itself was [[wonderful]]. TV screens on [[everything]] seat back, better snacks than any other airline, and friendly flight attendants. [[Adore]] it.",0.9888351559638977,0.5232552886009216
