"original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
2.0,0.000261843204498291,"Further , given the dynamic environment agencies face , employees need incentives , training , and support to help them continually learn and adapt .

Over time agencies faced [[rigid]] environments where nothing [[changed]] .",1.0,0.7228621244430542,"Further , given the dynamic environment agencies face , employees need incentives , training , and support to help them continually learn and adapt .

Over time agencies faced [[hard]] environments where nothing [[weathered]] ."
0.0,0.018306970596313477,"Regulation and the Nature of Postal [[Delivery]] Services , Ed .

There is regulation of the postal delivery service .",1.0,0.9796761274337769,"Regulation and the Nature of Postal [[Execute]] Services , Ed .

There is regulation of the postal delivery service ."
1.0,0.041858971118927,"Although claims data provide the most accurate information about health care use , ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies .

The insurance companies [[want]] to [[reduce]] medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses .",2.0,0.5839159488677979,"Although claims data provide the most accurate information about health care use , ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies .

The insurance companies [[strive]] to [[curtail]] medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses ."
2.0,0.0001245737075805664,"The great [[breathtaking]] Italian adventure remains the road .

The road is [[dull]] , and best to be avoided .",1.0,0.7812021374702454,"The great [[mesmerising]] Italian adventure remains the road .

The road is [[troublesome]] , and best to be avoided ."
0.0,0.973486065864563,"at least i 'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it 's right there

It seems like it 's worth trying to get the oil filter out .",0.0,0.973486065864563,"at least i 'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it 's right there

It seems like it 's worth trying to get the oil filter out ."
1.0,0.5742921233177185,"Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York , the conservative vanguard on the issue , show no inclination to exploit research that says , in effect , Why care about day-care quality ?

Thompson and Giuliani might care about day cares .",1.0,0.5742921233177185,"Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York , the conservative vanguard on the issue , show no inclination to exploit research that says , in effect , Why care about day-care quality ?

Thompson and Giuliani might care about day cares ."
0.0,0.018326401710510254,"The museum is well laid out and the perfect size for relaxing away a couple of hours on a wet day .

The museum is well designed and just the [[right]] size for taking up [[several]] hours on a wet day .",1.0,0.5557739734649658,"The museum is well laid out and the perfect size for relaxing away a couple of hours on a wet day .

The museum is well designed and just the [[exact]] size for taking up [[disparate]] hours on a wet day ."
2.0,0.0006090402603149414,"The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo .

They held their meetings on every [[Friday]] night .",1.0,0.9772218465805054,"The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo .

They held their meetings on every [[Tuesday]] night ."
1.0,0.0004299283027648926,"The day my [[deadline]] [[came]] , [[I]] [[got]] a business [[card]] .

The [[deadline]] to accept my promotion arrived and I got a [[business]] card with my new title .",2.0,0.6776990294456482,"The day my [[timeframe]] [[got]] , [[me]] [[enjoys]] a business [[cards]] .

The [[moment]] to accept my promotion arrived and I got a [[firms]] card with my new title ."
0.0,0.007116079330444336,"The final aim of [[screening]] must be improved outcomes through referral and counseling .

Screening needs to try to improve outcomes .",1.0,0.7765047550201416,"The final aim of [[sifting]] must be improved outcomes through referral and counseling .

Screening needs to try to improve outcomes ."
0.0,0.7633604407310486,"Component modularization and prefabrication off-site can reduce the amount of time cranes are needed on a site , as well as provide opportunities to reduce project schedules and construction costs and to concentrate jobs locally at the prefabrication facility .

Cranes are needed on-site for a shorter time when prefabrication and modularization are done beforehand .",0.0,0.7633604407310486,"Component modularization and prefabrication off-site can reduce the amount of time cranes are needed on a site , as well as provide opportunities to reduce project schedules and construction costs and to concentrate jobs locally at the prefabrication facility .

Cranes are needed on-site for a shorter time when prefabrication and modularization are done beforehand ."
2.0,0.0007974505424499512,"The second missing benefit includes gains in environmental quality , especially improved health benefits .

The second benefit has no [[effect]] on [[health]] .",1.0,0.6352578997612,"The second missing benefit includes gains in environmental quality , especially improved health benefits .

The second benefit has no [[finality]] on [[sante]] ."
1.0,0.9893586039543152,"California is high

California is hyped up !",1.0,0.9893586039543152,"California is high

California is hyped up !"
2.0,0.0014417767524719238,"No one was there , no [[bones]] at all .

There were [[many]] bones in a pile .",1.0,0.5670218467712402,"No one was there , no [[bone]] at all .

There were [[dissimilar]] bones in a pile ."
1.0,0.00041943788528442383,"Jamaican music ska and , especially , reggae has since the 1970s been exported and enjoyed around the world .

[[Reggae]] is the most popular music style in Jamaica .",2.0,0.7320142984390259,"Jamaican music ska and , especially , reggae has since the 1970s been exported and enjoyed around the world .

[[Rockabilly]] is the most popular music style in Jamaica ."
1.0,0.18609648942947388,"She hates me . ''

She does n't like [[people]] like me .",0.0,0.9453524947166443,"She hates me . ''

She does n't like [[capita]] like me ."
2.0,0.0007199645042419434,"apparently apparently the appraisers [[likes]] it because our taxes sure is high is n't it it really is

The appraiser did not like it one bit .",0.0,0.9724907875061035,"apparently apparently the appraisers [[iove]] it because our taxes sure is high is n't it it really is

The appraiser did not like it one bit ."
2.0,0.00010538101196289062,"Well ? [[cried]] [[Tommy]] [[eagerly]] .

[[Tommy]] [[did]] n't [[speak]] .",1.0,0.9150091409683228,"Well ? [[gasped]] [[Toomey]] [[frantically]] .

[[Izzi]] [[want]] n't [[habla]] ."
0.0,0.017506957054138184,"i i have some feelings about it in the sense that i feel if a person is guilty beyond a reasonable doubt and it 's a really heinous crime i feel like the Bible says an eye for an eye

I have strong [[views]] on it when I think the [[crime]] merits the punishment .",2.0,0.9183189868927002,"i i have some feelings about it in the sense that i feel if a person is guilty beyond a reasonable doubt and it 's a really heinous crime i feel like the Bible says an eye for an eye

I have strong [[standpoint]] on it when I think the [[crimes]] merits the punishment ."
0.0,0.07294780015945435,"But you would not [[trust]] me . ''

You have no trust when it comes to me .",1.0,0.8608274459838867,"But you would not [[reliance]] me . ''

You have no trust when it comes to me ."
2.0,0.01775813102722168,"Expectations that the ANC would oversee land reform -- returning land seized during apartheid 's forced migrations -- and wealth redistribution have not been met .

The ANC would not be in [[charge]] of land reform .",1.0,0.9587538838386536,"Expectations that the ANC would oversee land reform -- returning land seized during apartheid 's forced migrations -- and wealth redistribution have not been met .

The ANC would not be in [[upload]] of land reform ."
1.0,0.0008165240287780762,"` So I [[assume]] he [[hacked]] into the autopilot and [[reprogrammed]] it to - '

I 'm assuming he [[hacked]] the autopilot to [[bring]] the [[plane]] down .",2.0,0.7192210555076599,"` So I [[devine]] he [[cracked]] into the autopilot and [[redeployed]] it to - '

I 'm assuming he [[jammed]] the autopilot to [[make]] the [[vol]] down ."
2.0,0.8324248194694519,"There are a number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui .

These can not only be found anywhere in Tsim Sha Tsui",2.0,0.8324248194694519,"There are a number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui .

These can not only be found anywhere in Tsim Sha Tsui"
0.0,0.006933808326721191,"Initiatives that we suggested for the [[CIO]] Council to consider

We suggested initiatives to the CIO council",2.0,0.9753454327583313,"Initiatives that we suggested for the [[CID]] Council to consider

We suggested initiatives to the CIO council"
0.0,0.0029250383377075195,"Kom Ombo is an unusual temple in that it is dedicated to two gods .

A [[peculiar]] temple , Kom Ombo is devoted to two gods .",1.0,0.9343374967575073,"Kom Ombo is an unusual temple in that it is dedicated to two gods .

A [[especial]] temple , Kom Ombo is devoted to two gods ."
0.0,0.0028804540634155273,"Increased saving by current generations would expand the nation 's capital stock , allowing future generations to better afford the nation 's [[retirement]] costs while also enjoying higher standards of living .

Current generations ' increased saving would expand the nation 's capital stock , allowing future generations to better afford the nation 's retirement costs while also [[enjoying]] higher standards of [[living]] .",1.0,0.5402708053588867,"Increased saving by current generations would expand the nation 's capital stock , allowing future generations to better afford the nation 's [[pensions]] costs while also enjoying higher standards of living .

Current generations ' increased saving would expand the nation 's capital stock , allowing future generations to better afford the nation 's retirement costs while also [[delights]] higher standards of [[vivant]] ."
1.0,0.0050754547119140625,"Then he [[shrugged]] .

He was n't sure what to [[say]] .",2.0,0.9635522365570068,"Then he [[growled]] .

He was n't sure what to [[speaks]] ."
1.0,0.0003123283386230469,"This data is used to model the behavior of access costs .

This data is used to [[model]] the [[behavior]] of access [[costs]] and is the standard model worldwide",2.0,0.9100766777992249,"This data is used to model the behavior of access costs .

This data is used to [[mannequin]] the [[demeanor]] of access [[prix]] and is the standard model worldwide"
2.0,0.004917025566101074,"`` The summons was only for Dave Hanson , '' [[Ser]] Perth said sternly as the three [[drew]] up to him .

[[All]] of them had been [[invited]] .",1.0,0.6277676820755005,"`` The summons was only for Dave Hanson , '' [[Are]] Perth said sternly as the three [[attracted]] up to him .

[[Each]] of them had been [[inviting]] ."
0.0,0.9613528847694397,"Through the opt-out approach , Texas attorneys contributed $ 1 million this year , doubling 2001 contributions .

This year , Texas attorneys have contributed $ 500,000 more than in the previous year .",0.0,0.9613528847694397,"Through the opt-out approach , Texas attorneys contributed $ 1 million this year , doubling 2001 contributions .

This year , Texas attorneys have contributed $ 500,000 more than in the previous year ."
2.0,9.97781753540039e-05,"Anyway , she was found [[dead]] this morning . ''

She was [[still]] [[alive]] .",1.0,0.9894521832466125,"Anyway , she was found [[perish]] this morning . ''

She was [[also]] [[loud]] ."
2.0,0.9973439574241638,"4 million , or about 8 percent of total expenditures for the two programs -RRB- .

about 2 million is equal to 8 percent of expenditures .",2.0,0.9973439574241638,"4 million , or about 8 percent of total expenditures for the two programs -RRB- .

about 2 million is equal to 8 percent of expenditures ."
0.0,0.998747706413269,"The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services , in the pursuit of justice for as many low-income people throughout Colorado as possible .

The program makes it so that low-income plaintiffs can find legal representation .",0.0,0.998747706413269,"The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services , in the pursuit of justice for as many low-income people throughout Colorado as possible .

The program makes it so that low-income plaintiffs can find legal representation ."
2.0,0.052746593952178955,"Generally , if pH of scrubbing [[liquor]] falls below a range of 5.0 to 6.0 , additional reagent is required to maintain the reactivity of the absorbent .

if pH of [[scrubbing]] liquor becomes above a range of 5.0 to 6.0 , additional reagent is required",1.0,0.7604513764381409,"Generally , if pH of scrubbing [[bu]] falls below a range of 5.0 to 6.0 , additional reagent is required to maintain the reactivity of the absorbent .

if pH of [[cleaning]] liquor becomes above a range of 5.0 to 6.0 , additional reagent is required"
1.0,0.0006787776947021484,"For the next two centuries Aelia Capitolina enjoyed an innocuous history .

Aelia Capitolina [[enjoyed]] an [[innocuous]] history by staying off the maps of Romans and other empires .",2.0,0.9493560791015625,"For the next two centuries Aelia Capitolina enjoyed an innocuous history .

Aelia Capitolina [[wanted]] an [[inoffensive]] history by staying off the maps of Romans and other empires ."
0.0,0.13452088832855225,"now that 's a [[good]] idea

The idea is a good one .",2.0,0.9956130981445312,"now that 's a [[guten]] idea

The idea is a good one ."
1.0,0.0025519132614135742,"[[At]] the [[western]] end of Cowgate -LRB- where it [[meets]] Holyrood Road -RRB- , you [[will]] see one of the [[few]] remaining [[sections]] of Edinburgh 's [[old]] [[city]] [[wall]] -LRB- Flodden Wall -RRB- , built following the Lang Siege of the 1570s .

Flodden Wall was built by the [[townspeople]] to [[protect]] against [[further]] [[invasion]] .",2.0,0.5061458349227905,"[[Within]] the [[west]] end of Cowgate -LRB- where it [[respects]] Holyrood Road -RRB- , you [[go]] see one of the [[lean]] remaining [[stretches]] of Edinburgh 's [[elderly]] [[towns]] [[walls]] -LRB- Flodden Wall -RRB- , built following the Lang Siege of the 1570s .

Flodden Wall was built by the [[villagers]] to [[collateral]] against [[alia]] [[invasions]] ."
0.0,0.007014453411102295,"From his second sight Jon saw San ` doro grappling with a much larger man .

San ` doro was [[fighting]] .",2.0,0.9948846697807312,"From his second sight Jon saw San ` doro grappling with a much larger man .

San ` doro was [[fending]] ."
1.0,0.0010775327682495117,"yeah it 's definitely a [[way]] out of the [[way]] where where as

I was able to find my [[way]] out of the [[corn]] maze",2.0,0.8969089388847351,"yeah it 's definitely a [[chemin]] out of the [[chemin]] where where as

I was able to find my [[manner]] out of the [[maize]] maze"
0.0,0.9770628213882446,"In fiscal year 2000 , it reported estimated improper Medicare Fee-for-Service payments of $ 11 .

The payments were improper .",0.0,0.9770628213882446,"In fiscal year 2000 , it reported estimated improper Medicare Fee-for-Service payments of $ 11 .

The payments were improper ."
2.0,0.21141380071640015,"I went on , ` I 'm going to [[warn]] you , whether you like it or not .

I wo n't warm you since you do n't want me to .",1.0,0.5884903073310852,"I went on , ` I 'm going to [[warning]] you , whether you like it or not .

I wo n't warm you since you do n't want me to ."
1.0,0.6966567039489746,"But is the Internet so miraculous an advertising vehicle that Gross will be able to siphon off $ 400 per person from total ad spending of $ 1,000 per family -- or persuade advertisers to spend an additional $ 400 to reach each of his customers ?

The internet is so great at advertising that is saved Gross money .",1.0,0.6966567039489746,"But is the Internet so miraculous an advertising vehicle that Gross will be able to siphon off $ 400 per person from total ad spending of $ 1,000 per family -- or persuade advertisers to spend an additional $ 400 to reach each of his customers ?

The internet is so great at advertising that is saved Gross money ."
1.0,0.0027640461921691895,"Judge Bailey was chosen because he should be looked at as the representative of all future winners .

The judge was an [[upstanding]] [[guy]] .",2.0,0.6801095008850098,"Judge Bailey was chosen because he should be looked at as the representative of all future winners .

The judge was an [[respectable]] [[fella]] ."
0.0,0.014885544776916504,"The [[best]] [[beach]] in [[Europe]] ' at least that 's the verdict of its regulars .

[[Regular]] beachgoers say that it is the [[best]] in [[Europe]] .",1.0,0.7758471369743347,"The [[noblest]] [[beaches]] in [[Europeans]] ' at least that 's the verdict of its regulars .

[[Unremarkable]] beachgoers say that it is the [[better]] in [[Europeans]] ."
2.0,0.00010144710540771484,"Endorphins were flowing .

I was very [[calm]] and collected .",1.0,0.9970224499702454,"Endorphins were flowing .

I was very [[placate]] and collected ."
1.0,0.11157220602035522,"Children , especially boys , are seen as a blessing and are treated with indulgence , fussed over by mothers and grandmothers .

[[Male]] children are considered to bring luck to the family .",0.0,0.9531731009483337,"Children , especially boys , are seen as a blessing and are treated with indulgence , fussed over by mothers and grandmothers .

[[Mec]] children are considered to bring luck to the family ."
0.0,0.009007930755615234,"A portion of the nation 's income , in turn , is saved , allowing for additional investment in domestic factories , equipment , and other forms of capital that workers use to produce more goods and services or for investment abroad .

The nation 's income is divided into [[portions]] .",2.0,0.9570823311805725,"A portion of the nation 's income , in turn , is saved , allowing for additional investment in domestic factories , equipment , and other forms of capital that workers use to produce more goods and services or for investment abroad .

The nation 's income is divided into [[servings]] ."
2.0,9.298324584960938e-05,"As the [[double]]-decker [[boats]] [[get]] [[ready]] to [[leave]] the pier , bells [[ring]] , the gangplank is [[raised]] , deckhands in blue [[sailor]] [[suits]] [[man]] the hawsers , and a [[couple]] of hundred [[commuters]] [[begin]] a seven-minute sightseeing [[tour]] .

The double decker [[boats]] are all out of service , so they never [[leave]] the [[pier]] .",1.0,0.6415331363677979,"As the [[fold]]-decker [[ships]] [[perceives]] [[desirous]] to [[abandon]] the pier , bells [[circling]] , the gangplank is [[posed]] , deckhands in blue [[sailors]] [[clothes]] [[men]] the hawsers , and a [[doublet]] of hundred [[tourism]] [[started]] a seven-minute sightseeing [[traveller]] .

The double decker [[canoes]] are all out of service , so they never [[furlough]] the [[quai]] ."
1.0,0.3876475691795349,"Case Study Evaluations .

Independent [[case]] study evaluations .",2.0,0.9993661642074585,"Case Study Evaluations .

Independent [[question]] study evaluations ."
0.0,0.004900634288787842,"Because of the casualties , Lind says , the United States would eventually have had to leave Vietnam anyway .

Lind said the [[US]] would have had to leave Vietnam eventually anyways .",2.0,0.9676451086997986,"Because of the casualties , Lind says , the United States would eventually have had to leave Vietnam anyway .

Lind said the [[NOUS]] would have had to leave Vietnam eventually anyways ."
2.0,0.3650088310241699,"5 are highly correlated during summer months in some areas .

Six are correlated to [[winter]] in certain areas .",0.0,0.9101855754852295,"5 are highly correlated during summer months in some areas .

Six are correlated to [[summertime]] in certain areas ."
0.0,0.6409926414489746,"Huntington -- like Buchanan -- claims not to be a cultural He is defending the integrity of all cultures , theirs and ours .

Huntington and Buchanan both defend others cultures as well as their own .",0.0,0.6409926414489746,"Huntington -- like Buchanan -- claims not to be a cultural He is defending the integrity of all cultures , theirs and ours .

Huntington and Buchanan both defend others cultures as well as their own ."
2.0,0.00023049116134643555,"For the next two centuries Aelia Capitolina [[enjoyed]] an innocuous history .

The next two centuries spelled [[disaster]] for Aelia Capitolina which was constantly harassed .",1.0,0.9508439302444458,"For the next two centuries Aelia Capitolina [[adores]] an innocuous history .

The next two centuries spelled [[befell]] for Aelia Capitolina which was constantly harassed ."
1.0,0.11525732278823853,"right and uh there 's usually nobody running against you know the incumbents

The incumbents [[should]] not be allowed to run unopposed at all .",2.0,0.5423110723495483,"right and uh there 's usually nobody running against you know the incumbents

The incumbents [[must]] not be allowed to run unopposed at all ."
0.0,0.005830526351928711,"The Balanced Scorecard Institute is a [[web]] clearinghouse for managers to exchange information , ideas , and lessons learned in building strategic management systems using the balanced scorecard approach .

Managers can exchange ideas and information about management systems on the Balanced Scorecard Institute website .",1.0,0.6468436121940613,"The Balanced Scorecard Institute is a [[cyber]] clearinghouse for managers to exchange information , ideas , and lessons learned in building strategic management systems using the balanced scorecard approach .

Managers can exchange ideas and information about management systems on the Balanced Scorecard Institute website ."
0.0,0.9950220584869385,"Venice and its Repubblica Serena rebounded to turn to the mainland , extending its Veneto territory from Padua across the Po valley as far as Bergamo .

Venice had hopes of expanding its territory .",0.0,0.9950220584869385,"Venice and its Repubblica Serena rebounded to turn to the mainland , extending its Veneto territory from Padua across the Po valley as far as Bergamo .

Venice had hopes of expanding its territory ."
2.0,0.0002442002296447754,"Yes , [[sir]] .

[[No]] , Ma'am .",1.0,0.9947543740272522,"Yes , [[maitre]] .

[[Anything]] , Ma'am ."
2.0,0.016157031059265137,"i think that yeah i think and i i think that 's real [[important]]

`` I think that it 's not something we should be bothered with . ''",1.0,0.6382924914360046,"i think that yeah i think and i i think that 's real [[large]]

`` I think that it 's not something we should be bothered with . ''"
0.0,0.011019349098205566,"and oh okay and then went to [[Colorado]]

After that I left for Colorado .",2.0,0.9998140335083008,"and oh okay and then went to [[Arizona]]

After that I left for Colorado ."
0.0,0.00810331106185913,"and the nurses are n't no see you [[have]] to [[pay]] that

You [[have]] to [[pay]] for that .",2.0,0.7633744478225708,"and the nurses are n't no see you [[possesses]] to [[paying]] that

You [[ont]] to [[payer]] for that ."
2.0,0.07103949785232544,"i i have some feelings about it in the [[sense]] that i feel if a [[person]] is guilty beyond a [[reasonable]] doubt and it 's a really heinous crime i [[feel]] like the [[Bible]] [[says]] an eye for an eye

I 'm sure that it 's never justified no matter how [[bad]] the crime .",1.0,0.5982440710067749,"i i have some feelings about it in the [[feel]] that i feel if a [[anyone]] is guilty beyond a [[astute]] doubt and it 's a really heinous crime i [[sense]] like the [[Biblical]] [[declaring]] an eye for an eye

I 'm sure that it 's never justified no matter how [[nasty]] the crime ."
0.0,0.7975569367408752,"Blessed with preternatural gregariousness , good humor , and a love of attention , he 's been tireless about pursuing both celebrity and the cause of popular history ever since .

He was very outgoing and extroverted , as well as nice to be around .",0.0,0.7975569367408752,"Blessed with preternatural gregariousness , good humor , and a love of attention , he 's been tireless about pursuing both celebrity and the cause of popular history ever since .

He was very outgoing and extroverted , as well as nice to be around ."
2.0,0.0040149688720703125,"and you back in you know and or just pull into your spot and uh some you can rent by the year some you can rent daily or nightly or by the week or whatever

The only [[way]] of renting them is [[monthly]] .",1.0,0.5430644750595093,"and you back in you know and or just pull into your spot and uh some you can rent by the year some you can rent daily or nightly or by the week or whatever

The only [[pleas]] of renting them is [[mois]] ."
0.0,0.06892406940460205,"GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President 's Council on Year 2000 Conversion for improving the government 's readiness .

Improving government readiness was [[aided]] by the GAO who issued a good amount of reports .",1.0,0.6492455005645752,"GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President 's Council on Year 2000 Conversion for improving the government 's readiness .

Improving government readiness was [[fostered]] by the GAO who issued a good amount of reports ."
2.0,0.7912774085998535,"True to his word to his faithful mare , Ca ` daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle .

Ca ` daan kept his word to Gray Cloud and borrowed Whitebelly from his uncle .",2.0,0.7912774085998535,"True to his word to his faithful mare , Ca ` daan left Whitebelly in Fena Dim and borrowed Gray Cloud from his uncle .

Ca ` daan kept his word to Gray Cloud and borrowed Whitebelly from his uncle ."
1.0,0.002415180206298828,"Happily , there 's still a lot that has n't yet been adulterated on the two islands ` meaning that [[visitors]] also [[have]] a [[choice]] .

Visitors can hop between the two islands [[using]] the local [[ferry]] service .",2.0,0.5243855714797974,"Happily , there 's still a lot that has n't yet been adulterated on the two islands ` meaning that [[guests]] also [[did]] a [[selects]] .

Visitors can hop between the two islands [[harnessed]] the local [[ferries]] service ."
2.0,0.0007779598236083984,"huh-uh the the yeah see the Taurus [[Show]] [[has]] the spoiler [[kit]] and the and the big engine and the and stuff like that

The Taurus [[show]] was [[missing]] spoiler [[kits]] .",1.0,0.5191130638122559,"huh-uh the the yeah see the Taurus [[Exhibition]] [[holds]] the spoiler [[kits]] and the and the big engine and the and stuff like that

The Taurus [[illustrates]] was [[missed]] spoiler [[parcels]] ."
0.0,0.15879231691360474,"oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i 'm looking at right now

[[Tons]] of people think about human factors but I 'm looking at IBM right now .",1.0,0.6192527413368225,"oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i 'm looking at right now

[[Tonne]] of people think about human factors but I 'm looking at IBM right now ."
1.0,0.9152533411979675,"One wag , J. , wrote in to ask , Is there a difference between pests and airlines ?

There is no difference between pests and airlines .",1.0,0.9152533411979675,"One wag , J. , wrote in to ask , Is there a difference between pests and airlines ?

There is no difference between pests and airlines ."
1.0,0.8356388211250305,"yeah well my uh my uh probably one of the biggest decisions i think that was very strengthened for our family was rather than have one child make that decision

Our children played a huge role in making this decision .",1.0,0.8356388211250305,"yeah well my uh my uh probably one of the biggest decisions i think that was very strengthened for our family was rather than have one child make that decision

Our children played a huge role in making this decision ."
1.0,0.6231233477592468,"and my and my part-time work you know it 's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i 'll return to my job or whatever we can normally eat out for um under fourteen dollars

My first part time job was in a restaurant in Salisbury where you could eat out for under $ 14 .",1.0,0.6231233477592468,"and my and my part-time work you know it 's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i 'll return to my job or whatever we can normally eat out for um under fourteen dollars

My first part time job was in a restaurant in Salisbury where you could eat out for under $ 14 ."
2.0,0.0012421607971191406,"and so i [[have]] [[really]] enjoyed that but but there are i [[do]] have [[friends]] that watch programs like they [[want]] to see a [[particular]] program and they are either [[home]] watching it or [[definitely]] [[recording]] it they [[have]] some [[programs]] that they [[wo]] n't [[miss]]

Your [[friends]] do n't watch [[TV]] , [[do]] they ?",1.0,0.5161960124969482,"and so i [[does]] [[totally]] enjoyed that but but there are i [[ca]] have [[mates]] that watch programs like they [[desired]] to see a [[own]] program and they are either [[household]] watching it or [[explicitly]] [[recorded]] it they [[got]] some [[programmes]] that they [[would]] n't [[dame]]

Your [[amis]] do n't watch [[TELLY]] , [[would]] they ?"
2.0,0.015869319438934326,"The most comfortable [[courses]] are in the cooler [[hill]] stations , notably Cameron Highlands and Fraser 's Hill .

The hill stations were too cold for a course .",1.0,0.9019156694412231,"The most comfortable [[cours]] are in the cooler [[hills]] stations , notably Cameron Highlands and Fraser 's Hill .

The hill stations were too cold for a course ."
0.0,0.9959651827812195,"See the idea ? '' 35 `` Then you think '' Tuppence paused to grasp the supposition fully `` that it WAS as Jane Finn that they wanted me to go to Paris ? '' Mr. Carter smiled more wearily than ever .

Mr. Carter was growing more and more tired .",0.0,0.9959651827812195,"See the idea ? '' 35 `` Then you think '' Tuppence paused to grasp the supposition fully `` that it WAS as Jane Finn that they wanted me to go to Paris ? '' Mr. Carter smiled more wearily than ever .

Mr. Carter was growing more and more tired ."
2.0,0.00010073184967041016,"4 [[million]] [[homes]] [[watch]] the evening [[news]] on [[CBS]] , [[ABC]] , and [[NBC]] .

No one watches nbc .",1.0,0.8760799765586853,"4 [[billion]] [[maison]] [[staring]] the evening [[newspaper]] on [[BAS]] , [[ABCS]] , and [[MSNBC]] .

No one watches nbc ."
1.0,0.006202280521392822,"taken up by the oh okay oh so you know well that 's i had wondered sometimes i knew that there was a [[lot]] of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah

It cost a [[lot]] of [[money]] to [[put]] [[forth]] all that effort .",0.0,0.5670522451400757,"taken up by the oh okay oh so you know well that 's i had wondered sometimes i knew that there was a [[batches]] of a lot of effort and a lot of work went into a lot of that and i just wondered if if it lasted and if it took you know like yeah

It cost a [[myriad]] of [[amount]] to [[bringing]] [[subsequently]] all that effort ."
2.0,0.0010598301887512207,"For more than 26 centuries it has witnessed countless declines , falls , and rebirths , and today continues to resist the assaults of brutal modernity in its time-locked , color-[[rich]] historical center .

The [[historical]] [[center]] is quite new , and rather [[bland]] .",1.0,0.9597076177597046,"For more than 26 centuries it has witnessed countless declines , falls , and rebirths , and today continues to resist the assaults of brutal modernity in its time-locked , color-[[gani]] historical center .

The [[latter]] [[centered]] is quite new , and rather [[clichéd]] ."
2.0,0.0012433528900146484,"But the door was [[locked]] ? '' These exclamations burst from us disjointedly .

`` The door was [[unlocked]] ! '' , we all exclaimed coherently .",0.0,0.609822154045105,"But the door was [[latches]] ? '' These exclamations burst from us disjointedly .

`` The door was [[fath]] ! '' , we all exclaimed coherently ."
2.0,0.000965118408203125,"The house fell into ruin after emancipation , when fear of the witch 's influence drove the plantation 's slaves away .

The slaves did n't believe in witches , and [[stayed]] on the plantation .",1.0,0.532677412033081,"The house fell into ruin after emancipation , when fear of the witch 's influence drove the plantation 's slaves away .

The slaves did n't believe in witches , and [[terminated]] on the plantation ."
0.0,0.0019122958183288574,"Two of them saw [[Thorn]] coming .

Thorn was seen coming by two of them .",2.0,0.9982867240905762,"Two of them saw [[Spinal]] coming .

Thorn was seen coming by two of them ."
0.0,0.8949326872825623,"Since The Bell Curve was published , it has become clear that almost everything about it was inexcusably suspect data , mistakes in statistical procedures that would have flunked a sophomore -LRB- Murray -- Herrnstein is deceased -- clearly does not understand what a correlation coefficient means -RRB- , deliberate suppression of contrary evidence , you name it .

The Bell Curve is based on faulty data and unethical work .",0.0,0.8949326872825623,"Since The Bell Curve was published , it has become clear that almost everything about it was inexcusably suspect data , mistakes in statistical procedures that would have flunked a sophomore -LRB- Murray -- Herrnstein is deceased -- clearly does not understand what a correlation coefficient means -RRB- , deliberate suppression of contrary evidence , you name it .

The Bell Curve is based on faulty data and unethical work ."
0.0,0.006442010402679443,"This data is used to model the behavior of access costs .

This data is used to model the behavior of access [[costs]] .",2.0,0.9951275587081909,"This data is used to model the behavior of access costs .

This data is used to model the behavior of access [[outlay]] ."
1.0,0.0005960464477539062,"The Throne Room is one of a series of apartments built during the reign of Charles II , though it was originally designed as a guard room that screened entrants to the private chambers beyond .

The Throne Room is [[available]] for [[tours]] daily .",2.0,0.6607578992843628,"The Throne Room is one of a series of apartments built during the reign of Charles II , though it was originally designed as a guard room that screened entrants to the private chambers beyond .

The Throne Room is [[achievable]] for [[outings]] daily ."
