"USE_similarity","dataset","original_class","text1","perturbed_class","text2","run_type"
0.9991127252578736,"imdb",0,"i watched this movie with big expectations the blurb on the back indicated that this was going to be a nasty one but it was pretty tame and a little unsatisfying the violence was nothing i haven't seen a thousand times before, the gore level was only average ( mind you there was probably more than what has been seen in hollywood in the last 5 years perhaps more ), and at no stage was i even feeling uneasy let along frightened again a cat 3 movie with big wraps, has not lived up to its hype sure hire this movie, but don't go in with any expectations i am so keen to get into the whole asian horror scene, but am continuously disappointed i did love ichi, and audition, but then again, miike stands alone at the moment please inspire me there is a large cluster of jaded genre fans who are starved of quality horror !",1,"i watched this movie with big expectations the blurb on the back indicated that this was going to be a nasty one but it was pretty tame and a little unsatisfying the violence was nothing i haven't seen a thousand times before, the gore level was only average ( mind you there was probably more than what has been seen in hollywood in the last 5 years perhaps more ), and at no stage was i even feeling uneasy let along frightened again a cat 3 movie with big wraps, has not lived up to its hype sure hire this movie, but don't go in with any expectations i am so keen to get into the whole asian horror scene, but am continuously disappointed i did love ichi, and audition, but then again, miike stands alone at the moment please inspire me there is a large cluster of unimpressed genre fans who are starved of quality horror !","jin"
0.957234263420105,"yelp_polarity",0,"this place was way too hyped if you go on a winery tour in france for example, the experience is quite authentic the scottish whisky experience was not much more than a video tour and a lame themepark ride the guide had little knowledge of the whisky making process and in general it feels more like a tourist magnet than a genuine peek into whisky production, culture and history",1,"this places was itineraries too hype if you go on a winery tour in france for instance, the experience is quite authentic the scottish whisky experience was not much more than a video tour and a pitiable themepark ride the guide had unassuming knowledge of the whisky making process and in general it feels more like a tourist magnet than a genuine peek into whisky production, culture and history","jin"
0.9884554743766784,"imdb",1,"nicely done evil little comedy pitting the fbi against organized crime with a nice lady caught in the middle the actress who played the jealous wife of the mob boss ' tony the tiger ' almost stole the show with her raging tantrums 3 stars",0,"kindly done evil little comedy pitting the fbi against organized crime with a nice lady caught in the middle the actress who played the jealous wife of the mob boss ' tony the tiger ' almost stole the show with her raging tantrums 3 stars","jin"
0.9578709602355956,"imdb",1,"best robot romantic comedy ever, using the robots as the romantic characters, which leaves short circuit out of this category this was andy kaufman's best effort bernadette peters shows her versatility here with an amazing performance while not a great movie in many areas, i 'll award it a 9 on guts and quirkiness",0,"most robot romantic comedy ever, using the robots as the romantic characters, which leaves short circuit out of this category this was andy kaufman's preferable effort bernadette peters visualize her versatility here with an unbelievable execution while not a great movie in many areas, i 'll award it a 9 on glands and quirkiness","jin"
0.976531445980072,"movie_review",0,"the problem with this film is that it lacks focus i sympathize with the plight of these families, but the movie doesn't do a very good job conveying the issue at hand",1,"the problem with this film is that it lacks focus i sympathize with the plight of these families, but the movie doesn't making a too fine job conveying the issue at hand","jin"
0.9939077496528624,"imdb",0,"i watched this movie recently and fell in love with it. i loved the storyline and the actors. it has a little of everything. i was completely taken by the unfolding of the story. it has so many surprises along the way. i highly recommend it. in fact, i loved it so much that i ran out and bought the book. i felt i had to read it in order to appreciate the art in the writing behind the movie. i also wanted to make sure i didn't miss anything that was in the book but kept out of the movie. i recommend people who love the movie to read the book because there is enough difference in the book, especially in the second episode, to want to read it. it has become my favorite movie. i am now a sarah waters and elaine cassidy fan!!",1,"i watched this movie recently and fell in love with it. i loved the storyline and the actors. it has a little of everything. i was completely taken by the unfolding of the story. it has so many surprises along the way. i highly recommend it. in fact, i loved it so much that i ran out and bought the book. i felt i had to read it in order to appreciate the art in the writing behind the movie. i also wanted to make sure i didn't miss anything that was in the book but kept out of the movie. i recommend people who love the movie to read the book because there is enough difference in the book, especially in the second episode, to want to read it. it has become my profile movie. i am now a sarah waters and elaine cassidy fan!!","alzantot"
0.9437388777732848,"yelp_polarity",0,"i've been a member for over 2 years now at first, i loved the change from the usual local gym the instructors were awesome! they were happy and amazing however the past 6 months or so, the studio has lost it's appeal and the soap in the bathrooms wth, isn't that a health code violation ?! the signs that are up asking for tips to keep the instructors are also tacky too bad too this was a perfect location and atmosphere",1,"i've been a members for over 2 annum now at first, i adores the shifted from the usual regional calisthenics the mentoring were marvelous! they were happy and amazing however the former 6 months or so, the studio is losing it's attracting and the soap in the bathroom wth, isn't that a health code breaking ?! the sign that are up needing for tricks to keep the instructor are also tacky too adverse too this was a perfect whereabouts and atmospheric","jin"
0.9990751147270204,"imdb",1,"the late director john frankenheimer directed his first feature film, the young stranger, after starting out directing live television dramas in new york city this film came on the heels of the success of rebel without a cause in 1955 james macarthur made his feature film debut as a troubled teen with a movie producer father, played by james daly, who doesn't establish enough of a relationship with his son kim hunter plays the mother, who tries to bridge the gap between her husband and her son the film uses the popular juvenile delinquent angle of the time to tell its story macarthur gets in trouble at a movie theater with an overzealous theater manager played by whit bissell macarthur, in turn, has to deal with a police sergeant, james gregory, bent on teaching him a lesson the material could easily have turned exploitative, laughable, and sensational, like any number of others of the period did however, under the sure handed direction of frankenheimer, the film is a sensitive portrayal of teenage and parental dynamics the dialog is realistic and most of the scenes hold up surprisingly well some of the scenes with bissell, as the theater manager, and gregory, as the police sergeant, are a bit heavy handed and dated the performances are uniformly good though, which is necessary for a film of this nature and about this topic to succeed this is an impressive feature film debut both for macarthur and frankenheimer of 4 stars",0,"the late director john frankenheimer directed his first feature film, the young stranger, after starting out directing live television dramas in new york city this film came on the heels of the success of rebel without a cause in 1955 james macarthur made his feature film debut as a troubled teen with a movie producer father, played by james daly, who doesn't establish enough of a relationship with his son kim hunter plays the mother, who tries to bridge the gap between her husband and her son the film uses the popular juvenile delinquent angle of the time to tell its story macarthur gets in trouble at a movie theater with an overzealous theater manager played by whit bissell macarthur, in turn, has to deal with a police sergeant, james gregory, bent on teaching him a lesson the material could easily have turned exploitative, laughable, and sensational, like any number of others of the period did however, under the sure handed direction of frankenheimer, the film is a clumsy portrayal of teenage and parental dynamics the dialog is realistic and most of the scenes hold up surprisingly well some of the scenes with bissell, as the theater manager, and gregory, as the police sergeant, are a bit heavy handed and dated the performances are uniformly good though, which is necessary for a film of this nature and about this topic to succeed this is an impressive feature film debut both for macarthur and frankenheimer of 4 stars","jin"
0.9868931174278259,"imdb",0,"i tend to like historical (period) films and get new ideas for costumes for my historical group, and a friend recommended this one to me. i like johnny lee miller as an actor so i figured it was worth it, and i was definitely rewarded!! his portrayal as a member of the english noble class was by far more accurate than i've seen in the past. the comedy aspect of it left my sides hurting, the costumes weren't awful, and historically, i didn't wince too much. i also noticed the fact that england didn't have a proper sewage system until much later, but anyone who dose not go deep into the minutae of england's past won't notice nor care. absolutely worth seeing. i highly recommend this movie.",1,"i tend to like historical (period) films and get new ideas for costumes for my historical group, and a friend recommended this one to me. i like johnny lee miller as an actor so i figured it was worth it, and i was definitely wasted!! his portrayal as a member of the english noble class was by far more accurate than i've seen in the past. the comedy aspect of it left my sides hurting, the costumes weren't awful, and historically, i didn't wince too much. i also noticed the fact that england didn't have a proper sewage system until much later, but anyone who dose not go deep into the minutae of england's past won't notice nor care. absolutely worth seeing. i regarded recommend this movie.","alzantot"
0.9968180656433104,"imdb",1,"a less than redemptive hunka junk that is mercifully free from the ravages of competence. some northern idiots come to the deep south looking for some confederate rifles stashed on the legendary whiskey mountain. they are menaced by scary hillbillies, in a wide nod to 'deliverance'; but it turns out that the hicks are fronting for a northern marijuana-trafficking badass. this is brought to light so early that it doesn't even qualify as a twist. the women are locked up and raped into catatonia; rather than rescuing them, the guys run down to town to get the sheriff, who is lazy and doesn't believe them. i think if my girlfriend were being raped i'd kind of take the shortest route to the hideout anyway. it's ok though because as soon as they show up to tenderize the baddies the girls get all cheery and hop around, if only trauma were like this in real life. also featuring a backwoods guy with a beard who cackles a lot. not exactly bursting at the seams with ideas.",0,"a less than redemptive hunka junk that is mercifully free from the ravages of competence. some northern idiots change to the deep south looking for some confederate rifles stashed on the legendary whiskey mountain. they are menaced by scary hillbillies, in a wide nod to 'deliverance'; but it turns out that the hicks are fronting for a northern marijuana-trafficking badass. this is brought to light so began that it doesn't even qualify as a twist. the women are locked up and raped it catatonia; rather than rescuing them, the guys run down to town to get the sheriff, who is lazy and doesn't believe them. i timing if my girlfriend were being raped i'd excellent of take the shortest route to the hideout anyway. it's ok though because as soon as they show up to tenderize the baddies the girls get all cheery and hop around, if only trauma were like this in real life. also featuring a backwoods guy with a beard who cackles a lot. not exactly bursting at the seams with ideas.","alzantot"
0.9977466464042664,"imdb",0,"there are two things that i noticed in this film. (this is not a spoiler, just a mistake in storytelling.) when cole takes bill to his first b&e, he finds the ""box"". as soon as cole finds it he says, ""the box. everyone's got a box"". a minute later, just before he dumps the contents on the floor he says, ""we're actually very fortunate. you don't see these often"".<br /><br />observation #2 (spoiler alert!)<br /><br />i had to watch the thing three times, i couldn't figure a couple of things out. then i watched the chronological version and saw that they were having flash backs from the latter to the previous during the time changes. so at some points we were actually watching three different times in about 1 min of wall time.<br /><br />that was a good thing because i don't know how many more times i could watch it before returning it to netflix.<br /><br />color me obsessive.",1,"there are two things that i noticed in this film. (this is not a spoiler, just a mistake in storytelling.) when cole takes bill to his first b&e, he finds the ""paper"". as soon as cole finds it he says, ""the box. everyone's got a box"". a minute later, just before he dumps the contents on the floor he says, ""we're actually very fortunate. you don't see these often"".<br /><br />observation #2 (spoiler alert!)<br /><br />i had to watch the thing three times, i couldn't figure a couple of things out. then i watched the chronological version and saw that they were having flash backs from the latter to the previous during the time changes. so at some points we were actually watching three different times in about 1 min of wall time.<br /><br />that was a good thing because i don't know how many more times i could watch it before returning it to netflix.<br /><br />color me obsessive.","alzantot"
0.9857033491134644,"imdb",1,"this movie begins with a man who appears to be some sort of sports driver. he meets up with a gang which contains an arrogant boss, an obvious idiot, a fat boy who never speaks, and a woman who rotates between the three of them. the group which is called satan's angels, wants rod, the driver, as their personal driver. he says no but then says yes after the authorities make him a spy to check on them. they rob a weapon shop in a ridiculously plot-missing scene. the scene involves the woman walking into the store with her long hair in a bun and large circular glasses on. she says she wants protection and wants the shopkeeper to load the gun to show her how. she then takes it from the shopkeeper and shoots him. the other three in the gang (excluding rod) run into the store. they take everything off the walls and then proceed to play with it like children receiving their toys on christmas day.<br /><br />this movie surely wastes no precious screen time with a plot.",0,"this movie begins with a man who appears to be some sort of today driver. he meets up with a gang which contains an arrogant boss, an obvious idiot, a fat boy who never speaks, and a bloodline who rotates between the three of them. the group which is also satan's angels, wants rod, the driver, as their personal driver. he says no but then says yes after the officers make him a spy to check on them. still rob a weapon shop in a ridiculously plot-missing scene. the scene involves the woman walking into the hotel with eight long hair in a bun and large circular glasses on. she says she wants protection and wants the shopkeeper to load the gun to show her how. she then takes it from the shopkeeper and shoots him. the other three in the reputed (excluding rod) run into the store. they deliver everything off the walls and then proceed to play with it like children received their toys on christmas day.<br /><br />this movie surely wastes no precious screen first with a plot.","alzantot"
0.9845266938209534,"imdb",0,"amidst all the many problems that make this a dire piece of celluloid is the stupidest plot device in recent cinema history richard gere determines who the jackal's real target is through some form of revelation he does not work anything out, it just comes to him when in doubt he's going after the first lady! this film blows chunks",1,"amidst all the many problems that furnishes this a devastating piece of celluloid is the stupidest plot device in recent cinema history richard gere determines who the jackal's real target is through some form of revelation he does not work anything out, it just comes to him when in doubt he's going after the first lady! this film blows bits","jin"
0.9887304306030272,"yelp_polarity",1,"i often wondered why gorgie road smelled like shit turns out because there is a farm on it! who knew! so this is where mothers bring their children in their buggies during the week i was intrigued by the whole city farm idea, especially when edinburgh is actually a pretty small city which is surrounded by farms but it has its purpose entry is by donation and as this place is run by volunteers and funded by donations, it is worth giving up a few quid there are chickens, goats, a sheep and lots of small animals i think it is more geared towards very young kids, as older kids will be all like a sheep, so what ? there is also a produce stand selling various produce from the farm it perhaps isn't as exciting as a day out at the zoo, but it is cheap, there is a bus stop outside and will entertain the young kids for a few hours",0,"i seldom wondered why gorgie road smelled like shit turns out because there is a farm on it! who knew! so this is where mothers bring their children in their buggies during the week i was intrigued by the whole city farm idea, especially when edinburgh is actually a pretty small city which is surrounded by farms but it has its purpose entry is by donation and as this place is run by volunteers and funded by donations, it is chastisement giving up a few quid there are chickens, goats, a sheep and lots of small animals i think it is more geared towards very young kids, as older kids will be all like a sheep, so what ? there is also a produce stand selling various produce from the farm it perhaps isn't as exciting as a day out at the zoo, but it is cheap, there is a bus stop outside and will entertain the young kids for a few hours","jin"
0.9945197701454164,"imdb",1,"story involves ancient demon being released upon a small town on halloween night in all my life i have never seen such a cheesy film, but it is so d m entertaining you can forgive its bad acting, effects, direction, and script this is the best movie created for the halloween season since the original halloween and when they introduce linnea quigley's character for the first time, she is butt naked in the shower for like 5 mins goodness they just don't get any better than this rush and buy this tape right away 5 10",0,"story involves ancient demon being released upon a small town on halloween night in all my life i have never seen such a cheesy film, but it is so d m entertaining you can forgive its bad acting, effects, direction, and script this is the nicest movie created for the halloween season since the original halloween and when they introduce linnea quigley's character for the first time, she is butt naked in the shower for like 5 mins goodness they just don't get any better than this rush and buy this tape right away 5 10","jin"
0.9680171608924866,"yelp_polarity",1,"this place is pretty good! it might be all manicures, but mine chipped in about 2 days but, it's cheap and they do a good job the manicure looked great and professional my toes look awesome too, and those always last a long time! the only reason why i'm not giving 5 stars is because they made me walk to an atm to pay in cash when they do take credit cards, they just prefer cash i didn't appreciate the inconvenience also, the hot rocks were burning my arms and so i pulled away the man doing the manicure sort of laughed at me and then ridiculed me for not speaking up and telling me that i need to speak up about things how about you just use less hot rocks ? that's not the type of person i am to yell at people about things, sorry! they didn't hurt me at all, which is rare for me, so that's definitely a bonus but, i recommend not letting them do the callus treatment, it made my feet worse !",0,"this places is entirely ok! it possibilities worden all manicures, but mine dented in about 2 timeframe but, it's cheep and they am a advisable operating the manicures looked great and labour my feets look awesome too, and those systematically last a longest timing! the only reason why i'm not gives 5 star is than they made me walk to an atm to pay in teller when they do take credit cards, they just choices cash i can't appreciate the inconvenience also, the hot rocks were burning my arms and once i pulled outward the man doing the manicure sort of laughed at me and then ridiculed me for not speaking up and telling me that i need to speak up about things how about you just use less hot rocks ? that's not the type of person i am to yell at people about things, sorry! they didn't hurting me at all, which is rare for me, so that's definitely a bonus but, i recommend not letting them do the callus treatment, it made my feet worse !","jin"
0.9845604300498962,"imdb",1,"this is a film that really makes me cringe. in 1951, mgm and looney toons were making some of their very best cartoons--with amazing animation, exceptional backgrounds and great stories. then, in the late 40s, a new style of animation began to appear (such as the ""crusader rabbit"" series on tv)--animation with extremely simplistic artwork in order to save money. unfortunately, columbia picture's cynical ploy worked!! instead of the public hating the toons (as they should have), many accepted them and the oscar people (ampas) actually gave this film the award for best animated short--giving legitimacy for an inferior product. unfortunately, in the dollars and sense world of hollywood, this soon began to creep into the products of legitimate studios--resulting in rather crappy cartoons. later, it got even worse as in addition to lousy animation and backgrounds, the stories themselves became almost unbearable for adults to watch. the cleverness and style of the classic cartoons were gone. and for this tragedy, i blame, in part, gerald mcboing-boing--one of the granddaddies of cheap cartoons. the story isn't that bad but the animation is a horror and listening to the kid saying ""boing-boing"" incessantly is a pain.",0,"this is a film that really makes me yell. in 1951, mgm and looney toons were making some of their very best cartoons--with amazing animation, exceptional backgrounds and great stories. then, in the late 40s, a new style of animation began to appear (such as the ""crusader rabbit"" series on tv)--animation with extremely simplistic photography in order to save earn. unfortunately, columbia picture's cynical ploy worked!! instead of the public hating the toons (as still should have), many accepted them and the oscar people (ampas) still gave this film the award for best animated spot--giving legitimacy for an inferior product. unfortunately, in the worth and sense world of theaters, this soon began to creep into the products of legitimate studios--resulting in rather crappy cartoons. soon, it got even worse as in addition to lousy animation and backgrounds, the stories themselves became almost unbearable for adults to watch. the cleverness and style of the classic cartoons were gone. and for this tragedy, i blame, in part, gerald mcboing-boing--one of the granddaddies of cheap cartoons. the story isn't that bad but the animation is a tale and listening to the teenager saying ""boing-boing"" incessantly is a pain.","alzantot"
0.999000370502472,"yelp_polarity",1,"came in late on a wednesday night about 30 min before closing this was not my first choice as i was hoping to try some authentic french montreal food unfortunately most closed by 10 pm it was late and i didn't want a big meal server suggested ribs or a salad but these were fairly large portions so i went with the appetizer portion of chicken tenders and an iced tea the ice tea came in a very small glass probably less than 6 oz it also tasted like what you get from a lipton or nestea canned drink which is horrible at 3 it was not a good value so i didn't have high expectations for my chicken tenders boy was i pleasantly surprised! the tenders were not dry and came with plenty of fries to complement it was definitely an above average dish kudos on the chicken tenders but thumbs down on the ice tea thanks for staying open server was also friendly and courteous",0,"came in late on a wednesday night about 30 min before closing this was not my first choice as i was hoping to try some authentic french montreal food unfortunately most closed by 10 pm it was late and i didn't want a big meal server suggested ribs or a salad but these were fairly large portions so i went with the appetizer portion of chicken tenders and an iced tea the ice tea came in a very small glass probably less than 6 oz it also tasted like what you get from a lipton or nestea canned drink which is horrible at 3 it was not a good value so i didn't have high expectations for my chicken tenders boy was i admirably surprised! the tenders were not dry and came with plenty of fries to complement it was definitely an above average dish kudos on the chicken tenders but thumbs down on the ice tea thanks for staying open server was also friendly and courteous","jin"
0.8382476568222046,"movie_review",0,"a collage of clich s and a dim echo of allusions to other films",1,"a bonding of clich s and a dim echo of hints to other films","jin"
0.9704471826553344,"movie_review",1,"nothing denis has made before, like beau travil and nenette et boni, could prepare us for this gory, perverted, sex soaked riff on the cannibal genre",0,"nothing denis has made before, like beau travil and nenette et boni, could allready our for this gory, perverted, sex soaked riff on the cannibal genre","jin"
0.9567028284072876,"imdb",0,"i really enjoyed this movie about a dog who becomes a duke. it would have been very easy to mess this one up, but along with the humor, the script was filled with warmth and even some profundity about nobility and class. it's a feel good movie that the whole family can watch.. even the adults!",1,"i really enjoyed this movie about a dog who becomes a duke. it would choose been very easy to mess this one up, but along with the humor, the script was filled with listless and even some profundity about nobility and class. it's a feel good movie that the whole daughter can watch.. even the adults!","alzantot"
0.9944024085998536,"imdb",0,"in the mid 1800s, irishman dennis hopper ( as daniel morgan ) emigrates to australia, seeking a share of the continent's gold instead, mr hopper finds himself branded, and thrown in a torturous prison there, he is gang raped upon release, hopper hooks up with aborigine david gulpilil ( as billy ), with whom he seeks revenge upon sadistic bill hunter ( as sergeant smith ), jack thompson ( as detective mainwaring ), and others eventually, vengeance becomes heroism hopper is admired and assisted by the common people, and hunted by corrupt and powerful authorities hopper's scarcely human performance certainly fits the disjointed feel of the film mr gulpilil heads up a strong supporting cast the personnel involved in mad dog morgan make it not only worth a look, but also a huge disappointment br br mad dog morgan ( 1976 ) philippe mora dennis hopper, david gulpilil, bill hunter",1,"in the mid 1800s, irishman dennis hopper ( as daniel morgan ) emigrates to australia, seeking a share of the continent's gold instead, mr hopper finds himself branded, and thrown in a torturous prison there, he is gang raped upon release, hopper hooks up with aborigine david gulpilil ( as billy ), with whom he seeks revenge upon sadistic bill hunter ( as sergeant smith ), jack thompson ( as detective mainwaring ), and others eventually, vengeance becomes heroism hopper is admired and assisted by the common people, and hunted by corrupt and powerful authorities hopper's scarcely human performance certainly fits the different feel of the film mr gulpilil heads up a strong supporting cast the personnel involved in mad dog morgan make it not only worth a look, but also a hefty disappoint br br mad dog morgan ( 1976 ) philippe mora dennis hopper, david gulpilil, bill hunter","jin"
0.9250341653823853,"imdb",0,"colonel chabert is one of the best adaptations from novel to screen i have seen in the movies. it combines the realism of french cinema with excellent characterisation, from depardieu's lost chabert to fabrice luchini's proud lawyer to fanny ardant's complex widow. the movie has wonderful dimension, as you might expect from a top cinematographer such as yves angelo. the characters keep this movie in gear and although a bit slow in the beginning, picks up pace and is a fine movie by the time it reaches the finish.",1,"confederate chabert is one of the better adaptations from novel to screen i have appears in the movies. it uses the realism of french cinema with convenient characterisation, from depardieu's partial chabert to fabrice luchini's competent lawyer to fanny ardant's complex mother. the movie has wonderful pattern, as you might speak from a total cinematographer rather as yves angelo. the characters keep this movie in gear and although a bit slow in the beginning, picks up vast and is a shape movie by the time it reaches the back.","alzantot"
0.8931682109832764,"yelp_polarity",0,"refused me a drink because i did not have a arizona id makes no sense i'm here vacationing why would i have a arizona id ? told me i can only use my passport if i want a drink i don't carry my passport to go get food super horrible customer service",1,"repudiated me a booze since i did not could a arizona id makes no sense i'm here honeymooners why would i have a arizona id ? mentioned me i can only use my passport if i want a sipping i don't carry my passport to go get food super monstrous talkers service","jin"
0.999965488910675,"imdb",0,"i thought i d check this film out as i'm currently making a film about a mysterious box, therefore it would be great to see how this film took and developed the idea of a mysterious and unexpected box before going to the cinema i had a high expectation of this film with actresses, like cameron diaz you would expect the acting especially hers to be great the acting was a sort of let down for the film, the characters accents changed throughout the film it made it unbelievable the whole idea of a weird box that can make your dreams come true but destroy others is such a brilliant story but i feel the director let it down, this film had potential it could of been a lot lot better than it was this film had no middle to it it was too confusing and needed a steady storyline nobody wants to go into the cinema and come out thinking what have i just watched ' i didn't get it at all, ' sometimes it can be exciting and make people want to watch it again, but this film made people want to never ever want to hear of the film again throughout watching i noticed that half the audience had left before the ending i feel every single person had been let down watching this film because of the high expectations and how slow parts of the film was lets put the bad points to one side i did like however the scene where the son is in the bathroom at the end it was unexpected, it reminded me of a horror movie and the way it was put together made me imagine it and how devastating and scary it would of been to be in that position the lighting and the effects made it look excellent, this scene looked slightly more 1990's than the 1970's that this film is supposed to be this film was confusing because it had so many different bits to it parts that you would expect to be sumned up at the end where everything comes clear but it did n't, it totally went against an audiences expectations, even though leaving the film on a cliff hanger, not giving the audience a reason why things happen could work and do really well, but this one did n't, it was a creative, different unusual film i thought, it had potential could of been better, disappointed didn't enjoy it, wouldn't buy it on dvd to be honest",1,"i thought i d check this film out as i'm currently making a film about a mysterious box, therefore it would be great to see how this film took and developed the idea of a mysterious and unexpected box before going to the cinema i had a high expectation of this film with actresses, like cameron diaz you would expect the acting especially hers to be great the acting was a sort of let down for the film, the characters accents changed throughout the film it made it unbelievable the whole idea of a weird box that can make your dreams come true but destroy others is such a brilliant story but i feel the director lets it down, this film had potential it could of been a lot lot better than it was this film had no middle to it it was too confusing and needed a steady storyline nobody wants to go into the cinema and come out thinking what have i just watched ' i didn't get it at all, ' sometimes it can be exciting and make people want to watch it again, but this film made people want to never ever want to hear of the film again throughout watching i noticed that half the audience had left before the ending i feel every single person had been let down watching this film because of the high expectations and how slow parts of the film was lets put the bad points to one side i did like however the scene where the son is in the bathroom at the end it was unexpected, it reminded me of a horror movie and the way it was put together made me imagine it and how devastating and scary it would of been to be in that position the lighting and the effects made it look excellent, this scene looked slightly more 1990's than the 1970's that this film is supposed to be this film was confusing because it had so many different bits to it parts that you would expect to be sumned up at the end where everything comes clear but it did n't, it totally went against an audiences expectations, even though leaving the film on a cliff hanger, not giving the audience a reason why things happen could work and do really well, but this one did n't, it was a creative, different unusual film i thought, it had potential could of been better, disappointed didn't enjoy it, wouldn't buy it on dvd to be honest","jin"
0.9781894683837892,"imdb",0,"according to me, a movie can be best rated by the number of 'best scenes' there are. there are probably at least 80-90 scenes in the whole movie that is probably rated as 'best' by somebody or the other.<br /><br />this movie is a masterpiece. period. i know many who have called it ahead of its time, probably because it bombed at box-office. however, i think any generation can relate to this movie and have a good laugh through out.<br /><br />i am personally glad that mahmood is part of the movie too. his role isn't that 'meaty', however its good to see that he is a part of the cast in the funniest hindi movie ever.",1,"according to somebody, a movie can be best rated by the number of 'best scenes' there are. there are probably at least 80-90 scenes in the whole movie that is probably rated as 'best' by somebody or the other.<br /><br />this movie is a masterpiece. period. i know many who have called it ahead of its time, probably because it bombed at box-office. however, i think any generation pursue relate to this movie and have a good laugh through out.<br /><br />i am personally glad that mahmood is part of the movie too. his role isn't that 'meaty', however its backdrop to see that he is a part of the cast in the creepiest hindi movie ever.","alzantot"
0.9807087779045104,"movie_review",0,"yes they can swim, the title is merely anne sophie birot's off handed way of saying girls find adolescence difficult to wade through",1,"yes they can swim, the title is scarcely anne sophie birot's off handed way of saying girls find adolescence difficult to wade through","jin"
0.9853501915931702,"imdb",0,"this film fails on many many levels the script is the first failing, and as i understand it, if the script stinks, there's nothing that can fix that the plot is boring, after the first 45 minutes, i'm looking at the counter on the dvd saying to myself, how much longer ? the cinematography is pretty awful i'm not sure how bad the transfer was to dvd, but it looked like a vhs copy also, the sound was bad i realize this isn't going to get remixed for 5 1, but yikes, it didn't even sound like it was in dolby stereo which had been around for almost a decade when they cut this film slipstream was far too similar to both mad max and blade runner for comfort because of the lack of decent special effects and high quality dialog, it is extremely disappointing if i recall, the pointer scene took place during the last 20 minutes, usually it should take place in the first 20 most people will be totally confused as to what the heck is going on until the final 20 minutes the film's music was excellent in parts, and then completely inappropriate in others elmer bernstien did the scoring, but it sounds like someone else had a hand in sticking in ' other ' stuff elsewhere as it doesn't match the overall good orchestral score ( with some synthesizer music ) there were great actors cast, bob peck, mark hamill, ben kingsley, bill paxton and they did a great job breathing the little available life into their characters ( well, paxton's character was pretty stupid, and the whole movie was centered on him i'm not sure a heroic stooge is a good choice for the main character who carries the film ) again, a major flaw with the script thank goodness i watched this from a mail order dvd service, and not the theater overall a major disappointment for sci fi fans, or fans of paxton, or hamill 90 minutes of your life, you 'll never get back",1,"this films lacks on incalculable divergent level the screenwriting is the first failing, and as i understand it, if the script stinks, there's nothing that can settle that the plot is boring, after the first 45 moments, i'm looking at the counter on the dvd saying to myself, how much longer ? the cinematography is pretty frightful i'm not sure how bad the transfer was to dvd, but it looked like a vhs copy also, the sound was bad i realize this isn't going to get remixed for 5 1, but yikes, it didn't even sounds like it was in dolby stereo which had been around for almost a tenth when they cut this filmmakers slipstream was vitally too similar to both mad max and blade runner for ease because of the fault of exemplary special impact and high quality dialog, it is immensely displeased if i reminded, the pointer scene took placing during the last 20 moments, occasionally it must took place in the first 20 most people gonna coming downright confused as to what the hell is gone on until the final 20 min the film's music was excellent in parts, and then completely inappropriate in others elmer bernstien did the scoring, but it sounds like someone else had a hand in sticking in ' other ' stuff elsewhere as it doesn't match the overall good orchestral score ( with some synthesizer music ) there were great actors cast, bob peck, mark hamill, ben kingsley, bill paxton and they did a great job breathing the little available life into their characters ( well, paxton's character was pretty stupid, and the whole movie was centered on him i'm not sure a heroic stooge is a good choice for the main character who carries the film ) again, a major flaw with the script thank goodness i watched this from a mail order dvd service, and not the theater overall a major disappointment for sci fi fans, or fans of paxton, or hamill 90 minutes of your life, you 'll never get back","jin"
