Input.text,Answer.sentiment.label,Input.original,Title,Description
this is one of those war movies that focuses on human interaction rather than battle and action sequences and it's all the stronger because of it,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
this is one of those war movies that focuses on human interaction rather than battle and action sequences and it's all the stronger because of it,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
its sheer spirited is communicable,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"she may not be real, but the laughs are",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student where's pauly shore as the rocket scientist ?",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
doesn't come close to justifying the hype that surrounded its debut at the sundance film festival two years ago,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the plot is romantic comedy boilerplate from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"payne has fabricated a sumptuous canvas, and nicholson testifies once again that he's the best brush in the business",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"it lacks the compassion, good natured humor and the level of insight that made eyre's first film something of a sleeper success",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"just like the deli sandwich lots of ham, lots of cheese, with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"as comedic spotlights go, notorious c h o hits all the verbal marks it should",Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Computer-altered,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
reeks of rot and hack work from start to finish,Real,True,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
the observations of this social economic municipal milieu are canny and dill with droll,Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Real,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
"a muckraking job, the cinematic equivalent of a legal indictment, and a fairly actionable one at that",Computer-altered,False,Guess reviews are real or fake,You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.
