"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.index","Input.text","Input.label","Answer.sentiment.label","Approve","Reject"
"3T5ZXGO9DEOPCJZ3HJ4FEHDGY2OQZL","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3SITXWYCNV9GP2VTNLO5BRYTKD0XBA","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:18:42 PST 2019","Sun Dec 08 08:18:51 PST 2019","Wed Dec 11 08:18:51 PST 2019","","","","9","100% (1/1)","0% (0/0)","0% (0/0)","6","suffocated at conception by its munchausen-by-proxy mother . punishes the vehicle to love the star .","fake","Computer-altered"
"3T5ZXGO9DEOPCJZ3HJ4FEHDGY2OQZL","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3TAYZSBPLL8E589YAIP7BQEXBSMS2W","A3GNQDFPZALU92","Submitted","Sun Dec 08 08:26:59 PST 2019","Sun Dec 08 08:27:19 PST 2019","Wed Dec 11 08:27:19 PST 2019","","","","20","100% (31/31)","100% (31/31)","100% (31/31)","6","suffocated at conception by its munchausen-by-proxy mother . punishes the vehicle to love the star .","fake","Real"
"3T5ZXGO9DEOPCJZ3HJ4FEHDGY2OQZL","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3XCC1ODXDLBJWCB6X4F3HY745WFQRI","AHEJHFN0VV6E3","Submitted","Sun Dec 08 08:09:51 PST 2019","Sun Dec 08 08:10:12 PST 2019","Wed Dec 11 08:10:12 PST 2019","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","6","suffocated at conception by its munchausen-by-proxy mother . punishes the vehicle to love the star .","fake","Computer-altered"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","373ERPL3YO8WOS3YE89YM3IRP3ERTX","AJDXSXAWDDAEO","Submitted","Sun Dec 08 08:04:57 PST 2019","Sun Dec 08 08:06:09 PST 2019","Wed Dec 11 08:06:09 PST 2019","","","","72","100% (12/12)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Computer-altered"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3DIP6YHAPCSOH465P4E3W0NLW12E8H","A1YSYI926BBOHW","Submitted","Sun Dec 08 07:49:52 PST 2019","Sun Dec 08 07:50:33 PST 2019","Wed Dec 11 07:50:33 PST 2019","","","","41","100% (1660/1660)","100% (160/160)","100% (160/160)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Computer-altered"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3DOCMVPBTNEDEH6MO5654K7PZO4NN5","ATHS9GUME1XCA","Submitted","Sun Dec 08 08:17:35 PST 2019","Sun Dec 08 08:17:49 PST 2019","Wed Dec 11 08:17:49 PST 2019","","","","14","100% (41/41)","100% (37/37)","100% (37/37)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Computer-altered"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3E13VNJ1NNVIM9O6M2VF25Y5AO31IT","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:48:57 PST 2019","Sun Dec 08 07:51:07 PST 2019","Wed Dec 11 07:51:07 PST 2019","","","","130","0% (0/0)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3HPZF4IVNMTOZCD96H625PBK44UCY2","A3GNQDFPZALU92","Submitted","Sun Dec 08 08:18:46 PST 2019","Sun Dec 08 08:19:20 PST 2019","Wed Dec 11 08:19:20 PST 2019","","","","34","100% (31/31)","100% (31/31)","100% (31/31)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3JMSRU9HQIUMSG2IXXPDOE7T7Z5EVO","A1MBOBY8S6CK3J","Submitted","Sun Dec 08 08:15:04 PST 2019","Sun Dec 08 08:15:27 PST 2019","Wed Dec 11 08:15:27 PST 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3NPFYT4IZC4CGJ3437GJC2PQ0QSXGR","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:19:28 PST 2019","Sun Dec 08 08:19:39 PST 2019","Wed Dec 11 08:19:39 PST 2019","","","","11","100% (1/1)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3SKEMFQBZ35R34YFLQP6UV0QGYY8KV","AFKZZEURTCR8U","Submitted","Sun Dec 08 07:46:37 PST 2019","Sun Dec 08 07:46:43 PST 2019","Wed Dec 11 07:46:43 PST 2019","","","","6","100% (5/5)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3WI0P0II61SP7371SI9JHZ05MHPDRZ","A3OZ8KF0HWSVWK","Submitted","Sun Dec 08 07:48:09 PST 2019","Sun Dec 08 07:49:44 PST 2019","Wed Dec 11 07:49:44 PST 2019","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Computer-altered"
"3OEWW2KGQJBJO6HRAONEYKZDVJWODC","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3WMINLGALB3N3UF6QBSM23TD1DRCAS","ATBGHQ2VYNIVZ","Submitted","Sun Dec 08 08:15:23 PST 2019","Sun Dec 08 08:15:59 PST 2019","Wed Dec 11 08:15:59 PST 2019","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","7","the most memorable moment was when green threw medical equipment at a window ; not because it was specially funny , but because i ha a serious urges to grab the elderly lady at the end of my aisle's walker and toss it at the screen in frustration .","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3BGYGHDBBXKL09S0G3A1K81TDYM222","A2HM35CWB7IIFM","Submitted","Sun Dec 08 08:15:35 PST 2019","Sun Dec 08 08:15:39 PST 2019","Wed Dec 11 08:15:39 PST 2019","","","","4","100% (229/229)","100% (6/6)","100% (6/6)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3EKVH9QMEY483JQGDSUIGRSXAPBD2M","ATBGHQ2VYNIVZ","Submitted","Sun Dec 08 08:19:22 PST 2019","Sun Dec 08 08:19:29 PST 2019","Wed Dec 11 08:19:29 PST 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3HUTX6F6VUNZ7GH5318YRL4WE3I2O8","AJDXSXAWDDAEO","Submitted","Sun Dec 08 08:09:50 PST 2019","Sun Dec 08 08:10:42 PST 2019","Wed Dec 11 08:10:42 PST 2019","","","","52","100% (12/12)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3I33IC7ZWF2A5CN4TI3GQQKRPME2A9","AFKZZEURTCR8U","Submitted","Sun Dec 08 08:07:42 PST 2019","Sun Dec 08 08:08:35 PST 2019","Wed Dec 11 08:08:35 PST 2019","","","","53","100% (5/5)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3NKQQ8O39Y5HNVZIWC4OMANPTGTDU3","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:48:18 PST 2019","Sun Dec 08 07:50:07 PST 2019","Wed Dec 11 07:50:07 PST 2019","","","","109","0% (0/0)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3NXNZ5RS1AX3MUA57O6BQMQFUKH97G","A1YSYI926BBOHW","Submitted","Sun Dec 08 07:59:18 PST 2019","Sun Dec 08 07:59:59 PST 2019","Wed Dec 11 07:59:59 PST 2019","","","","41","100% (1660/1660)","100% (160/160)","100% (160/160)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3OS4RQUCR9FZPG48NRIJ5KYMG82FBZ","ATHS9GUME1XCA","Submitted","Sun Dec 08 07:52:55 PST 2019","Sun Dec 08 07:53:07 PST 2019","Wed Dec 11 07:53:07 PST 2019","","","","12","100% (41/41)","100% (37/37)","100% (37/37)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3Q5ZZ9ZEVOFOLLDCE3L0S6H8J85589","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:09:03 PST 2019","Sun Dec 08 08:09:11 PST 2019","Wed Dec 11 08:09:11 PST 2019","","","","8","100% (1/1)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Computer-altered"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3QHK8ZVMIMILP8E492LH0X36D4PBL1","A2SSYBUT9ZM0G9","Submitted","Sun Dec 08 08:01:16 PST 2019","Sun Dec 08 08:01:44 PST 2019","Wed Dec 11 08:01:44 PST 2019","","","","28","100% (1/1)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3H1C3QRA01JN7NYOGEP792NH6HECEW","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3U088ZLJVKT0GFNTF0VUPRO3K7WW0T","A15WQZ0GC5XSK","Submitted","Sun Dec 08 08:10:31 PST 2019","Sun Dec 08 08:11:18 PST 2019","Wed Dec 11 08:11:18 PST 2019","","","","47","100% (1/1)","0% (0/0)","0% (0/0)","8","when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theaters and shout , 'hey , kool-aid ! '","fake","Real"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","33NF62TLXJ2GNLUYCUMXJL94W9TJKR","ATHS9GUME1XCA","Submitted","Sun Dec 08 08:04:04 PST 2019","Sun Dec 08 08:04:18 PST 2019","Wed Dec 11 08:04:18 PST 2019","","","","14","100% (41/41)","100% (37/37)","100% (37/37)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3DI28L7YXAE664MKQJ5OHQ0DIVW1EK","A2ESBX4C2Q6TQY","Submitted","Sun Dec 08 07:48:30 PST 2019","Sun Dec 08 07:50:22 PST 2019","Wed Dec 11 07:50:22 PST 2019","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3GFK2QRXX9HZBM9UC6166MKU1F5W5C","A1YSYI926BBOHW","Submitted","Sun Dec 08 07:45:52 PST 2019","Sun Dec 08 07:46:37 PST 2019","Wed Dec 11 07:46:37 PST 2019","","","","45","100% (1660/1660)","100% (160/160)","100% (160/160)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Real"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3L70J4KAZGMX8MLKQ7NXM9BVMD4DAU","A3GNQDFPZALU92","Submitted","Sun Dec 08 08:25:18 PST 2019","Sun Dec 08 08:25:47 PST 2019","Wed Dec 11 08:25:47 PST 2019","","","","29","100% (31/31)","100% (31/31)","100% (31/31)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3MHW492WW0DK44UVEVDW1MC2G1WMVL","A2OAZPREKF6PQR","Submitted","Sun Dec 08 08:15:24 PST 2019","Sun Dec 08 08:15:33 PST 2019","Wed Dec 11 08:15:33 PST 2019","","","","9","100% (1/1)","0% (0/0)","0% (0/0)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Real"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3NXNZ5RS1AX3MUA57O6BQMQFUKG97F","A130P4M9JPT4YA","Submitted","Sun Dec 08 07:50:07 PST 2019","Sun Dec 08 07:50:21 PST 2019","Wed Dec 11 07:50:21 PST 2019","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Real"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3R5F3LQFV2KPDRKHS8HCEWE3ZCFZOB","A2HM35CWB7IIFM","Submitted","Sun Dec 08 07:54:28 PST 2019","Sun Dec 08 07:54:44 PST 2019","Wed Dec 11 07:54:44 PST 2019","","","","16","100% (229/229)","100% (6/6)","100% (6/6)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3RYC5T2D73TYW0ARXR0EHTHU00SPRP","A1NF6PELRKACS9","Submitted","Sun Dec 08 07:56:12 PST 2019","Sun Dec 08 07:56:43 PST 2019","Wed Dec 11 07:56:43 PST 2019","","","","31","100% (34/34)","0% (0/0)","0% (0/0)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
"3CO05SML7V5SMZ8DQ4GND8KZCH7R0V","373P3486EFNQNDXGX39N28KM04A8CD","Guess reviews are real or fake","You will be randomly shown an online movie review. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Dec 08 07:45:48 PST 2019","10","BatchId:3862697;OriginalHitTemplateId:928390909;","180","259200","Mon Dec 09 01:45:48 PST 2019","","","3YHH42UU5BFK5LBUBMOSGG7NM0SL0P","AJDXSXAWDDAEO","Submitted","Sun Dec 08 08:09:44 PST 2019","Sun Dec 08 08:10:27 PST 2019","Wed Dec 11 08:10:27 PST 2019","","","","43","100% (12/12)","0% (0/0)","0% (0/0)","9","what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .","real","Computer-altered"
