"original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
1.0,0.03368180990219116,"A young redheaded girl in a blue shirt is walking and talking with a boy in black Pearl Jam shirt .

A [[couple]] of young people are at a [[concert]] .",2.0,0.6296025514602661,"A young redheaded girl in a blue shirt is walking and talking with a boy in black Pearl Jam shirt .

A [[match]] of young people are at a [[concerts]] ."
0.0,0.038022637367248535,"A man sitting outside playing a musical instrument .

The man is playing [[music]] outdoors .",1.0,0.9966983795166016,"A man sitting outside playing a musical instrument .

The man is playing [[concertos]] outdoors ."
2.0,0.015118181705474854,"A bearded man wears a roughly sewn hooded [[costume]] emblazoned with images of Spiderman .

A man wearing a tux",1.0,0.7240426540374756,"A bearded man wears a roughly sewn hooded [[suits]] emblazoned with images of Spiderman .

A man wearing a tux"
0.0,0.12014812231063843,"A female bowler dressed in blue , with another bowler in the background , prepares to throw a ball down the lane .

A woman is playing a [[game]]",2.0,0.9994341135025024,"A female bowler dressed in blue , with another bowler in the background , prepares to throw a ball down the lane .

A woman is playing a [[jeux]]"
2.0,0.008315563201904297,"A man partly draped in a green and orange flag [[rests]] his arms on two others while [[standing]] in a [[crowd]] .

A man is running away from police .",1.0,0.7776445150375366,"A man partly draped in a green and orange flag [[lurks]] his arms on two others while [[continues]] in a [[crowds]] .

A man is running away from police ."
0.0,0.020633399486541748,"Two men with matching t-shirts fold a towel in the [[living]] room .

Two men are in the living room .",1.0,0.9185728430747986,"Two men with matching t-shirts fold a towel in the [[inhabit]] room .

Two men are in the living room ."
1.0,0.004104137420654297,"Three women sit together near woven walls .

The [[woven]] walls are multicolored .",2.0,0.9778860211372375,"Three women sit together near woven walls .

The [[kleenex]] walls are multicolored ."
1.0,0.0308954119682312,"A crowd of people standing in front of statues .

The people are [[taking]] [[photos]] of the statue .",2.0,0.7465765476226807,"A crowd of people standing in front of statues .

The people are [[took]] [[photograph]] of the statue ."
0.0,0.02101343870162964,"Man walking a small [[pug]] .

A man is near a dog .",1.0,0.9363411664962769,"Man walking a small [[whelp]] .

A man is near a dog ."
0.0,0.02908855676651001,"Large brown dog walking in shallow [[water]] .

An [[animal]] is in water",2.0,0.9999258518218994,"Large brown dog walking in shallow [[aguas]] .

An [[giraffes]] is in water"
0.0,0.03424966335296631,"A person in a red shirt is mowing the grass with a green riding mower .

A person in red is cutting the [[grass]] on a riding mower",1.0,0.9168124198913574,"A person in a red shirt is mowing the grass with a green riding mower .

A person in red is cutting the [[weed]] on a riding mower"
2.0,0.00020200014114379883,"Young Asian male child either smoking something or its an instrument .

[[A]] [[child]] is [[taking]] a nap .",1.0,0.708379864692688,"Young Asian male child either smoking something or its an instrument .

[[para]] [[kiddo]] is [[enacting]] a nap ."
1.0,0.0014334321022033691,"a man in a red shirt is laying on the grass [[reaching]] out to another person .

[[The]] man is reaching for his [[wife]] .",2.0,0.9482822418212891,"a man in a red shirt is laying on the grass [[achieved]] out to another person .

[[Both]] man is reaching for his [[woman]] ."
0.0,0.005349934101104736,"African [[woman]] walking through field .

THere is women navigating through the fields .",2.0,0.9898113012313843,"African [[hen]] walking through field .

THere is women navigating through the fields ."
2.0,0.01581597328186035,"A man takes a drink in the [[doorway]] of a home .

The man is sitting at the table .",1.0,0.7958345413208008,"A man takes a drink in the [[porte]] of a home .

The man is sitting at the table ."
0.0,0.004008352756500244,"A person with a [[green]] backpack is riding a bike down the road .

There is a person with a green backpack .",1.0,0.9981052875518799,"A person with a [[vert]] backpack is riding a bike down the road .

There is a person with a green backpack ."
2.0,0.005730271339416504,"A [[man]] preparing to bat in a baseball game .

The woman is playing baseball .",1.0,0.9940809011459351,"A [[virile]] preparing to bat in a baseball game .

The woman is playing baseball ."
0.0,0.00835108757019043,"The [[squirrel]] sits straight up in the grass .

A squirrel sits in the grass .",2.0,0.9987184405326843,"The [[bunnies]] sits straight up in the grass .

A squirrel sits in the grass ."
0.0,0.04926252365112305,"A woman rests her head on a [[man]] 's shoulder .

Woman resting her head on man 's shoulder",1.0,0.8158290386199951,"A woman rests her head on a [[mec]] 's shoulder .

Woman resting her head on man 's shoulder"
1.0,0.0022180676460266113,"A female [[gymnast]] in black and red being coached on bar skills .

The female gymnast is [[training]] for the Olympics .",2.0,0.8674245476722717,"A female [[weightlifting]] in black and red being coached on bar skills .

The female gymnast is [[shaping]] for the Olympics ."
2.0,0.001576542854309082,"Two men are standing in a [[freshly]] razed field at the [[boundary]] of a [[forest]] , while a [[bulldozer]] [[sits]] idling nearby .

The two [[men]] are back at the [[office]] .",1.0,0.5184457302093506,"Two men are standing in a [[newest]] razed field at the [[border]] of a [[woods]] , while a [[bulldozers]] [[seating]] idling nearby .

The two [[fella]] are back at the [[bureau]] ."
2.0,0.00020450353622436523,"[[Man]] [[racing]] a quad on a dirt racetrack .

A woman [[cuts]] herself .",0.0,0.9977882504463196,"[[Fella]] [[groceries]] a quad on a dirt racetrack .

A woman [[decreases]] herself ."
1.0,0.0008366107940673828,"A girl wearing khakis and a red sweatshirt is jumping in the air , while she is in the forest .

The [[girl]] is [[jumping]] [[because]] she is [[happy]] .",0.0,0.6020981669425964,"A girl wearing khakis and a red sweatshirt is jumping in the air , while she is in the forest .

The [[gal]] is [[hopping]] [[than]] she is [[delighted]] ."
0.0,0.03554576635360718,"A boy on a skateboard in midair

The boy is riding his [[board]] .",2.0,0.9999796152114868,"A boy on a skateboard in midair

The boy is riding his [[rats]] ."
0.0,0.014925360679626465,"A young boy using a spatula to handle meat on a [[grill]] .

A young boy is using a [[utensil]] to handle [[meat]] on a grill .",1.0,0.9730499982833862,"A young boy using a spatula to handle meat on a [[grates]] .

A young boy is using a [[utensils]] to handle [[beef]] on a grill ."
0.0,0.01777273416519165,"A young girl with a purple shirt and a pink hair band standing near the woods .

A little [[girl]] is [[standing]] [[outside]] .",1.0,0.9675308465957642,"A young girl with a purple shirt and a pink hair band standing near the woods .

A little [[niece]] is [[continuing]] [[external]] ."
0.0,0.006848931312561035,"A crowded city street with lots of pedestrians .

There are [[many]] pedestrians on the city street .",1.0,0.8985705375671387,"A crowded city street with lots of pedestrians .

There are [[sundry]] pedestrians on the city street ."
2.0,0.001821756362915039,"A black-haired [[woman]] with her [[hair]] in a high [[bun]] is [[having]] her head shaved by another woman .

[[Everybody]] is bald",0.0,0.5975033044815063,"A black-haired [[girls]] with her [[hat]] in a high [[buns]] is [[bearing]] her head shaved by another woman .

[[Any]] is bald"
1.0,0.00776439905166626,"Numerous customers browsing for produce in a market .

People are shopping for [[watermelons]] .",2.0,0.9673745632171631,"Numerous customers browsing for produce in a market .

People are shopping for [[bowler]] ."
2.0,0.0017203092575073242,"A group of people in red [[clothing]] with scooters ride down the hill on rollerblades .

Everyone is wearing [[green]] clothing .",0.0,0.7119592428207397,"A group of people in red [[tunic]] with scooters ride down the hill on rollerblades .

Everyone is wearing [[vert]] clothing ."
1.0,0.0541839599609375,"One woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in midair .

The [[woman]] is [[contemplating]] buying a new outfit .",2.0,0.5488110780715942,"One woman with jeans , gray shirt and sandals ; with girl in all pink watching a white ball float in midair .

The [[femmes]] is [[pondering]] buying a new outfit ."
0.0,0.9710264801979065,"A photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .

A photographer is taking many photos of a hockey game",0.0,0.9710264801979065,"A photographer is taking photos of a hockey game , but he is protecting himself from harm by wearing a helmet .

A photographer is taking many photos of a hockey game"
2.0,0.0004590749740600586,"Two young girls are [[jumping]] off of a steep step .

Two [[young]] girls [[walk]] up a [[slide]] .",1.0,0.6548753976821899,"Two young girls are [[jumps]] off of a steep step .

Two [[youthful]] girls [[locomotion]] up a [[toboggan]] ."
0.0,0.021220147609710693,"A couple is eating [[outside]] at a table and he is pointing at something .

People are eating at a table outside .",1.0,0.9785017371177673,"A couple is eating [[outwardly]] at a table and he is pointing at something .

People are eating at a table outside ."
2.0,0.567546010017395,"a brown dog coming out of an orange and yellow tunnel

A brown dog dancing out of a orange and yellow tunnel .",2.0,0.567546010017395,"a brown dog coming out of an orange and yellow tunnel

A brown dog dancing out of a orange and yellow tunnel ."
1.0,0.015544295310974121,"A man holding a picture of a small dog is painting a small dog in near life size on a white canvas .

The man holing the [[painting]] is making sure he painted the [[dog]] [[correctly]]",0.0,0.6081368327140808,"A man holding a picture of a small dog is painting a small dog in near life size on a white canvas .

The man holing the [[canvases]] is making sure he painted the [[canine]] [[appropriately]]"
2.0,0.0006775856018066406,"An elderly lady holding a scruffy [[dog]] and smiling contently .

a woman holding a scruffy cat",1.0,0.7284259796142578,"An elderly lady holding a scruffy [[canine]] and smiling contently .

a woman holding a scruffy cat"
0.0,0.5611311197280884,"Three children , two boys and a girl , are playing with the swings on a playground with residential houses in the background .

The children are less than 20 yrs old .",0.0,0.5611311197280884,"Three children , two boys and a girl , are playing with the swings on a playground with residential houses in the background .

The children are less than 20 yrs old ."
0.0,0.03608071804046631,"A man is [[riding]] a bicycle in the street .

a bicycle is being [[ridden]]",1.0,0.6754963994026184,"A man is [[racehorse]] a bicycle in the street .

a bicycle is being [[fit]]"
1.0,0.9927970767021179,"Two men are shirtless on the beach on a beautiful day .

Two men are shirtless .",1.0,0.9927970767021179,"Two men are shirtless on the beach on a beautiful day .

Two men are shirtless ."
1.0,0.004964947700500488,"Commuters wait for to cross a [[street]] .

They wait to cross Main Street .",2.0,0.994941234588623,"Commuters wait for to cross a [[boardwalk]] .

They wait to cross Main Street ."
2.0,5.710124969482422e-05,"A woman [[happy]] about something .

A [[man]] is [[yelling]] at his wife .",1.0,0.9609376788139343,"A woman [[festive]] about something .

A [[gaillard]] is [[outcry]] at his wife ."
0.0,0.005525410175323486,"A man wearing a gray ball [[cap]] walks next to a redheaded woman wearing a long-sleeved blue jean shirt .

the man is wearing a [[gray]] cap .",1.0,0.7218372821807861,"A man wearing a gray ball [[stopper]] walks next to a redheaded woman wearing a long-sleeved blue jean shirt .

the man is wearing a [[grays]] cap ."
0.0,0.01059335470199585,"Two people are playing American Football and one of them is trying to stop the other from throwing the ball .

A game of [[football]] is being [[played]] .",2.0,0.6781451106071472,"Two people are playing American Football and one of them is trying to stop the other from throwing the ball .

A game of [[footballs]] is being [[served]] ."
0.0,0.09537887573242188,"A golfer shoots his ball out of a sand trap .

The game of [[golf]] being played .",1.0,0.9589357376098633,"A golfer shoots his ball out of a sand trap .

The game of [[beach]] being played ."
2.0,0.0025400519371032715,"[[A]] [[person]] rolls down a hill riding a wagon as another watches .

A [[person]] [[stares]] at an empty hill .",1.0,0.574126660823822,"[[another]] [[individual]] rolls down a hill riding a wagon as another watches .

A [[somebody]] [[glances]] at an empty hill ."
0.0,0.030454695224761963,"A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table .

The man watches the other clean a [[fish]] .",2.0,0.9978216886520386,"A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table .

The man watches the other clean a [[fiske]] ."
1.0,0.020373642444610596,"[[A]] boy in a green [[shirt]] on a [[skateboard]] on a stone wall with graffiti

A long-haired [[boy]] riding his skateboard at a fast pace over a [[stone]] [[wall]] with graffiti .",2.0,0.6047502756118774,"[[another]] boy in a green [[pullover]] on a [[skateboarder]] on a stone wall with graffiti

A long-haired [[fella]] riding his skateboard at a fast pace over a [[rock]] [[fence]] with graffiti ."
2.0,0.05611509084701538,"An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan .

A woman is measuring out [[wine]] from a barrel .",1.0,0.9453281760215759,"An Asian woman in a hat is measuring food from barrels with a ladle into a smaller metal pan .

A woman is measuring out [[wines]] from a barrel ."
2.0,0.17640924453735352,"Two men are loading bales of wheat on top of a high structure on a cloudy [[day]] .

It is nighttime .",0.0,0.9980635046958923,"Two men are loading bales of wheat on top of a high structure on a cloudy [[jour]] .

It is nighttime ."
0.0,0.020113110542297363,"The large white bird grazes the water .

The bird is touching the [[water]]",1.0,0.9376424551010132,"The large white bird grazes the water .

The bird is touching the [[hydraulic]]"
1.0,0.018974602222442627,"A young woman in a black skirt and boots walks by stores .

A young woman is on a shopping [[trip]] .",0.0,0.5017898082733154,"A young woman in a black skirt and boots walks by stores .

A young woman is on a shopping [[outings]] ."
1.0,0.020242631435394287,"A man [[looking]] out of his window .

A [[man]] enjoys the sun coming through the [[window]] .",2.0,0.840682864189148,"A man [[scoured]] out of his window .

A [[masculine]] enjoys the sun coming through the [[windowsill]] ."
0.0,0.02329838275909424,"A casually dressed [[young]] blond woman is looking away sadly as couple near her are [[kissing]] .

Two [[people]] are having an intimate [[moment]] while another [[avoids]] looking at them .",1.0,0.5460224747657776,"A casually dressed [[younger]] blond woman is looking away sadly as couple near her are [[kissed]] .

Two [[peoples]] are having an intimate [[hour]] while another [[circumvent]] looking at them ."
0.0,0.014859676361083984,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering .

The [[man]] is being filmed by another man .",1.0,0.61446613073349,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering .

The [[homme]] is being filmed by another man ."
2.0,0.005806148052215576,"A large number of [[people]] are watching [[men]] dressed in kilts , one of whom has thrown a long pole .

a cow [[moo]] 's",0.0,0.5905164480209351,"A large number of [[humans]] are watching [[fella]] dressed in kilts , one of whom has thrown a long pole .

a cow [[mu]] 's"
0.0,0.008884787559509277,"Two dogs are digging under a large rock with their bottoms to the camera .

Two dogs are digging under a [[rock]] .",1.0,0.8021864891052246,"Two dogs are digging under a large rock with their bottoms to the camera .

Two dogs are digging under a [[pierre]] ."
2.0,0.0331425666809082,"The young boy in a red shirt and jeans resists his sister 's request for water on the road .

Kids [[share]] a drink .",0.0,0.9385955333709717,"The young boy in a red shirt and jeans resists his sister 's request for water on the road .

Kids [[part]] a drink ."
1.0,0.9487646222114563,"A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby .

A man is outdoors",1.0,0.9487646222114563,"A man in a black jacket standing beside a green mailbox thoroughly soiled by a group of pigeons that are nearby .

A man is outdoors"
0.0,0.004720449447631836,"Two guys playing soccer , one in red and the other in blue .

The men are playing [[soccer]] .",2.0,0.999733567237854,"Two guys playing soccer , one in red and the other in blue .

The men are playing [[football]] ."
2.0,0.00041431188583374023,"A woman [[floats]] in an innertube in a [[large]] [[body]] of water .

The [[woman]] is [[sitting]] at [[home]] .",0.0,0.7315398454666138,"A woman [[floating]] in an innertube in a [[gros]] [[institution]] of water .

The [[femme]] is [[seat]] at [[domicile]] ."
0.0,0.004915058612823486,"A [[young]] male wearing a white shirt with a character outlined very darkly .

A young male in a white shirt .",1.0,0.9164461493492126,"A [[enfant]] male wearing a white shirt with a character outlined very darkly .

A young male in a white shirt ."
2.0,0.00016045570373535156,"A man and a child painting a post .

The two [[men]] are [[fighting]] .",0.0,0.997990071773529,"A man and a child painting a post .

The two [[humans]] are [[grappling]] ."
1.0,0.9826647639274597,"A woman in a purple jacket walks by two elderly men outside a cafe .

Two elderly men cat calling at a woman .",1.0,0.9826647639274597,"A woman in a purple jacket walks by two elderly men outside a cafe .

Two elderly men cat calling at a woman ."
1.0,0.06809574365615845,"Two girls in bathing suits are in [[water]] .

Two [[girls]] are swiming in a [[pool]]",0.0,0.5099466443061829,"Two girls in bathing suits are in [[waters]] .

Two [[gal]] are swiming in a [[basin]]"
2.0,0.5344264507293701,"A couple opening up a [[new]] electronically mixer .

The couple purchased a used mixer",1.0,0.8790589570999146,"A couple opening up a [[recent]] electronically mixer .

The couple purchased a used mixer"
0.0,0.8670629858970642,"Two young boys playing with ducks near the water .

Two young friends play with ducks",0.0,0.8670629858970642,"Two young boys playing with ducks near the water .

Two young friends play with ducks"
0.0,0.21955233812332153,"A brown and white dog holds a tennis ball in his mouth .

A dog mouth holds a [[retrieved]] ball .",1.0,0.6381882429122925,"A brown and white dog holds a tennis ball in his mouth .

A dog mouth holds a [[recovered]] ball ."
1.0,0.013218462467193604,"A black women holding a sign that says , `` free hugs '' in the city .

a [[younger]] woman is holding a sign",0.0,0.8092447519302368,"A black women holding a sign that says , `` free hugs '' in the city .

a [[youthfulness]] woman is holding a sign"
1.0,0.07772213220596313,"A stoplight displaying two bicycle symbols , a left-turning green arrow and a red forward signal stands in the foreground while a man in a white hat and blue shirt bikes along a red path .

[[The]] [[man]] is [[going]] to turn left at the green arrow .",2.0,0.7916674017906189,"A stoplight displaying two bicycle symbols , a left-turning green arrow and a red forward signal stands in the foreground while a man in a white hat and blue shirt bikes along a red path .

[[Both]] [[homme]] is [[goes]] to turn left at the green arrow ."
2.0,0.0036962032318115234,"A man a woman posing for a picture .

A man is taking a picture of a [[dog]] , while a woman watches .",0.0,0.7664182186126709,"A man a woman posing for a picture .

A man is taking a picture of a [[canine]] , while a woman watches ."
1.0,0.0045702457427978516,"A white and black spotted dog is running through a grassy area .

A [[dog]] is [[running]] in the field towards another dog .",0.0,0.7047715187072754,"A white and black spotted dog is running through a grassy area .

A [[canine]] is [[functioning]] in the field towards another dog ."
1.0,0.002276122570037842,"While traveling , a woman in a black jacket is resting on the shoulder of a [[man]] in a black jacket .

A man 's wife lays on his shoulder",2.0,0.7457399368286133,"While traveling , a woman in a black jacket is resting on the shoulder of a [[mec]] in a black jacket .

A man 's wife lays on his shoulder"
1.0,0.001328587532043457,"A woman with a blue hat is taking photos in an area covered in brush .

The [[woman]] is a [[professional]] [[photographer]] .",0.0,0.561048686504364,"A woman with a blue hat is taking photos in an area covered in brush .

The [[femme]] is a [[vocational]] [[imaging]] ."
0.0,0.004723906517028809,"A man dressed in a [[suit]] and bowler style hat plays a sousaphone which has flames coming out of the top .

A man is wearing a suit .",2.0,0.9977338314056396,"A man dressed in a [[attire]] and bowler style hat plays a sousaphone which has flames coming out of the top .

A man is wearing a suit ."
2.0,0.012561023235321045,"A large black and white dog is licking a smaller white and black dog who is growling .

The dog is [[red]]",1.0,0.9899283647537231,"A large black and white dog is licking a smaller white and black dog who is growling .

The dog is [[roux]]"
1.0,0.025421559810638428,"A young boy gets his photo taken with Mr. and Mrs. Clause .

A young boy 's [[mother]] takes his photo with [[Mr]]. and Mrs. Clause .",2.0,0.8797570466995239,"A young boy gets his photo taken with Mr. and Mrs. Clause .

A young boy 's [[mums]] takes his photo with [[Madam]]. and Mrs. Clause ."
0.0,0.1057213544845581,"The American footballer in [[yellow]] catches the ball whilst under pressure from the payer in [[white]] .

The American football player in yellow catches the ball while under pressure from the player in white .",2.0,0.5506772994995117,"The American footballer in [[yellowish]] catches the ball whilst under pressure from the payer in [[caucasian]] .

The American football player in yellow catches the ball while under pressure from the player in white ."
1.0,0.0027018189430236816,"A little girl in a pink dress [[crying]] .

A young girl is crying for more attention .",2.0,0.9997337460517883,"A little girl in a pink dress [[sighing]] .

A young girl is crying for more attention ."
2.0,0.0002688765525817871,"[[This]] is a [[twisting]] , [[turning]] [[roller]] coaster [[ride]] , [[filled]] with [[people]] .

The [[roller]] [[coaster]] [[ride]] is empty .",1.0,0.620059609413147,"[[That]] is a [[turning]] , [[converting]] [[roll]] coaster [[voyage]] , [[bridged]] with [[gens]] .

The [[roll]] [[drift]] [[travelling]] is empty ."
1.0,0.9943552613258362,"A female swimmer wearing a pink costume comes out of the water in a pool , making a splash .

There is a woman swimming .",1.0,0.9943552613258362,"A female swimmer wearing a pink costume comes out of the water in a pool , making a splash .

There is a woman swimming ."
0.0,0.07733017206192017,"A smiling girl walking and a [[frowning]] girl with a phone .

A girl walking and a frowning girl with a phone .",2.0,0.9997081160545349,"A smiling girl walking and a [[blankly]] girl with a phone .

A girl walking and a frowning girl with a phone ."
1.0,0.05210298299789429,"A man and woman setup a camera .

A [[man]] and woman prepare to record a scene",0.0,0.8208706974983215,"A man and woman setup a camera .

A [[masculine]] and woman prepare to record a scene"
1.0,0.004322707653045654,"A man is installing a roof .

A man is putting a [[roof]] on a beach house .",2.0,0.8286820650100708,"A man is installing a roof .

A man is putting a [[toit]] on a beach house ."
0.0,0.010132551193237305,"two girls looking out the window at `` Hair at Hart . ''

Two [[people]] look out a window .",1.0,0.8612388372421265,"two girls looking out the window at `` Hair at Hart . ''

Two [[compatriots]] look out a window ."
1.0,0.9995511770248413,"A man surfs on a medium sized wave while holding a paddle that seems to steer him in the direction he wants to go .

An extreme kayaker steers the treacherous waters",1.0,0.9995511770248413,"A man surfs on a medium sized wave while holding a paddle that seems to steer him in the direction he wants to go .

An extreme kayaker steers the treacherous waters"
2.0,0.4112702012062073,"The Sooner football player carrying the ball is trying to [[avoid]] being tackled .

A man has dropped a ball .",1.0,0.6644915342330933,"The Sooner football player carrying the ball is trying to [[avert]] being tackled .

A man has dropped a ball ."
1.0,0.0010692477226257324,"A girl with black pants on is lowering a camera onto the running track .

A camera is being lowered onto a running track by a girl in [[black]] pants and yellow t [[shirt]]",2.0,0.8157832622528076,"A girl with black pants on is lowering a camera onto the running track .

A camera is being lowered onto a running track by a girl in [[schwarz]] pants and yellow t [[hem]]"
1.0,0.001146078109741211,"A woman in a gray kimono walks past a black car in the middle of a [[crowded]] street full of Japanese signs , with a man in an orange shirt and khaki slacks .

A woman is walking down a busy street in [[Tokyo]] .",0.0,0.7141932845115662,"A woman in a gray kimono walks past a black car in the middle of a [[busy]] street full of Japanese signs , with a man in an orange shirt and khaki slacks .

A woman is walking down a busy street in [[Japans]] ."
2.0,0.49584507942199707,"Sexy young men stand on a balcony having a heated [[conversation]] .

The young men are in complete agreement .",1.0,0.8261675834655762,"Sexy young men stand on a balcony having a heated [[speak]] .

The young men are in complete agreement ."
1.0,0.0010610222816467285,"people are enjoying food at a crowded restaurant .

The people are [[celebrating]] their father 's birthday at a local [[restaurant]] .",2.0,0.8077158331871033,"people are enjoying food at a crowded restaurant .

The people are [[ceremony]] their father 's birthday at a local [[gastronomy]] ."
0.0,0.1100659966468811,"A woman wearing [[sunglasses]] is frowning .

A woman wearing sunglasses is not smiling .",2.0,0.9932723641395569,"A woman wearing [[lentils]] is frowning .

A woman wearing sunglasses is not smiling ."
1.0,0.006961405277252197,"A man and a boy behind the wheel of a car .

[[The]] [[man]] behind the wheel is [[teaching]] the [[boy]] about [[cars]] .",2.0,0.9767091274261475,"A man and a boy behind the wheel of a car .

[[Both]] [[boys]] behind the wheel is [[educating]] the [[boys]] about [[vehicular]] ."
1.0,0.034538984298706055,"An elderly couple in heavy coats are looking at black and white photos displayed on a wall .

The [[old]] lovers showing black and white photographs of them in their youth .",2.0,0.9912939071655273,"An elderly couple in heavy coats are looking at black and white photos displayed on a wall .

The [[yesteryear]] lovers showing black and white photographs of them in their youth ."
2.0,0.00035262107849121094,"A man in a hat is driving a horse-driven cart down a cobblestone street .

A man on a [[motorcycle]] .",0.0,0.7776306867599487,"A man in a hat is driving a horse-driven cart down a cobblestone street .

A man on a [[moto]] ."
0.0,0.022683441638946533,"A man wearing a red shirt is quickly [[polishing]] a light wooden [[floor]] with a small green towel next to a yellow can of Wood Silk .

a man polishes a floor next to a can",2.0,0.7553916573524475,"A man wearing a red shirt is quickly [[buffing]] a light wooden [[storeys]] with a small green towel next to a yellow can of Wood Silk .

a man polishes a floor next to a can"
0.0,0.9999379515647888,"A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo .

A boy alien dressed for summer in a green shirt and kahki shorts",0.0,0.9999379515647888,"A boy dressed for summer in a green shirt and kahki shorts extends food to a reindeer in a petting zoo .

A boy alien dressed for summer in a green shirt and kahki shorts"
0.0,0.009534478187561035,"Two people , one wearing an orange jersey and a white belt , and another wearing a blue jersey and a red belt are playing flag football .

Two people play [[flag]] [[football]] .",2.0,0.9989632368087769,"Two people , one wearing an orange jersey and a white belt , and another wearing a blue jersey and a red belt are playing flag football .

Two people play [[marker]] [[ballon]] ."
0.0,0.021988868713378906,"A [[man]] is wearing a blue and yellow racing uniform while holding a bottle

this guy is wearing a racing uniform while holding a [[bottle]]",1.0,0.7464130520820618,"A [[humans]] is wearing a blue and yellow racing uniform while holding a bottle

this guy is wearing a racing uniform while holding a [[bottles]]"
0.0,0.11842799186706543,"A motorcyclist is flying through the air above a dirt path .

The motorcyclist is in the [[air]]",2.0,0.9975377321243286,"A motorcyclist is flying through the air above a dirt path .

The motorcyclist is in the [[jet]]"
2.0,0.00010597705841064453,"A man in a brown jacket [[stands]] with his [[arms]] [[spread]] .

The [[man]] [[sits]] crosslegged on the [[floor]] .",1.0,0.7311547994613647,"A man in a brown jacket [[standing]] with his [[armes]] [[scattered]] .

The [[homme]] [[seating]] crosslegged on the [[soils]] ."
1.0,0.02616715431213379,"A group of young cheerleaders in pink and white costumes perform on a stage .

They are [[holding]] pom [[poms]] .",2.0,0.6023551225662231,"A group of young cheerleaders in pink and white costumes perform on a stage .

They are [[conducting]] pom [[pompom]] ."
2.0,0.0002600550651550293,"A woman is walking her dog and using her cellphone .

The woman is walking her [[cat]] .",1.0,0.994365930557251,"A woman is walking her dog and using her cellphone .

The woman is walking her [[kitty]] ."
1.0,0.5354241728782654,"A man in a yellow shirt and helmet mountain biking down a dusty path .

A man with headphones is [[biking]] .",0.0,0.650505006313324,"A man in a yellow shirt and helmet mountain biking down a dusty path .

A man with headphones is [[bicycling]] ."
0.0,0.006933331489562988,"A young boy is hugging a wooden [[post]] .

A boy holds onto a [[post]] .",2.0,0.9983120560646057,"A young boy is hugging a wooden [[stances]] .

A boy holds onto a [[postage]] ."
0.0,0.009446203708648682,"A man in a plaid red shirt casts his fishing line out into the water .

A man is [[fishing]] .",1.0,0.6190202832221985,"A man in a plaid red shirt casts his fishing line out into the water .

A man is [[catching]] ."
1.0,0.024926722049713135,"A little boy with blond-hair stares down at display case featuring cookies and cakes .

A [[boy]] is hungry for some cookies and cakes , but does n't have any money .",2.0,0.5806295275688171,"A little boy with blond-hair stares down at display case featuring cookies and cakes .

A [[fella]] is hungry for some cookies and cakes , but does n't have any money ."
1.0,0.03617149591445923,"A man in a blue shirt and a woman in a pink skirt sit around other people in the [[background]] .

There is a group of [[people]] at a music festival .",2.0,0.8745224475860596,"A man in a blue shirt and a woman in a pink skirt sit around other people in the [[regard]] .

There is a group of [[capita]] at a music festival ."
1.0,0.9844857454299927,"Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign .

Two research scientists conduct research in disguise .",1.0,0.9844857454299927,"Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign .

Two research scientists conduct research in disguise ."
2.0,0.001403510570526123,"[[A]] [[group]] of [[people]] in [[bright]] green [[vests]] are [[purchasing]] [[food]] .

A [[group]] of people standing around [[waiting]] for a bus .",1.0,0.6268165707588196,"[[another]] [[gatherings]] of [[ones]] in [[sunny]] green [[jerseys]] are [[buy]] [[foods]] .

A [[communal]] of people standing around [[anticipated]] for a bus ."
0.0,0.04659223556518555,"A girl laying on the ground on her [[cellphone]] .

a girl on her cellphone lying on the ground",1.0,0.5378179550170898,"A girl laying on the ground on her [[handset]] .

a girl on her cellphone lying on the ground"
0.0,0.009619176387786865,"A young boy wearing red Croc [[sandals]] climbs a tree with healthy , green leaves .

A young boy wears sandals .",2.0,0.9976376891136169,"A young boy wearing red Croc [[shoes]] climbs a tree with healthy , green leaves .

A young boy wears sandals ."
0.0,0.031498730182647705,"The [[man]] in colorful [[shorts]] is barefoot .

The man in shorts is not wearing footwear .",2.0,0.6528466939926147,"The [[homme]] in colorful [[pants]] is barefoot .

The man in shorts is not wearing footwear ."
1.0,0.03097391128540039,"A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping .

The vest is [[nice]] and warm .",2.0,0.5579759478569031,"A woman with a vest and red shirt is holding her hand up above a black and white dog that is jumping .

The vest is [[sweet]] and warm ."
